generic_name,brand_names,active_ingredients,nafdac_approved,nafdac_registration_number,nafdac_schedule,nafdac_schedule_date,us_dea_schedule,uk_controlled_drug_class,who_essential_medicine,requires_special_prescription,requires_physician_only,pharmacist_can_prescribe,maximum_days_supply,requires_photo_id,therapeutic_class,pharmacological_class,mechanism_of_action,is_controlled,is_high_risk,requires_monitoring,monitoring_type,monitoring_frequency_days,addiction_risk,abuse_potential,minimum_age,maximum_age,pregnancy_category,breastfeeding_safe,major_contraindications,allergy_cross_reactions,black_box_warning,black_box_warning_text,major_drug_interactions,food_interactions,search_keywords,generic_variations,common_misspellings,safer_alternatives,cheaper_alternatives,notes,is_active
Bisoprolol,"Zebeta,Concor","Bisoprolol Fumarate 5mg",true,A4-4023,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Antihypertensive,Cardioselective Beta-blocker,Blocks beta-1 adrenergic receptors,false,false,true,"BP, Heart rate",30,false,none,,,C,false,"Severe bradycardia,Heart block,Uncontrolled heart failure,Asthma","Other beta-blockers",false,,"Verapamil/diltiazem (bradycardia),Insulin (masks hypoglycemia)","Take in morning with or without food",bisoprolol|zebeta|concor|beta blocker|heart failure,Bisoprolol Fumarate,Bisoprolol|Concor,Metoprolol,Atenolol,Highly cardioselective. Once-daily dosing. Good for heart failure.,true
Propranolol,"Inderal","Propranolol HCl 40mg",true,A4-4024,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Antihypertensive,Non-selective Beta-blocker,Blocks beta-1 and beta-2 adrenergic receptors,false,false,true,"BP, Heart rate",30,false,none,,,C,false,"Asthma (absolute contraindication),Severe bradycardia,Heart block,Uncontrolled heart failure","Other beta-blockers",false,,"Verapamil/diltiazem (severe bradycardia),Insulin (masks hypoglycemia),NSAIDs (reduced effect)","Take with food, avoid abrupt discontinuation",propranolol|inderal|beta blocker|hypertension|migraine|anxiety,Propranolol Hydrochloride,Propranolol|Inderal,Metoprolol (cardioselective),Atenolol,Non-selective beta-blocker. Used for hypertension anxiety migraine. Avoid in asthma.,true
Carvedilol,"Coreg","Carvedilol 6.25mg",true,A4-4025,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Antihypertensive,Alpha & Beta-blocker,Blocks alpha-1 beta-1 and beta-2 receptors,false,false,true,"BP, Heart rate",30,false,none,,,C,false,"Severe bradycardia,Heart block,Decompensated heart failure,Asthma,Severe hepatic impairment","Other beta-blockers",false,,"Verapamil/diltiazem (bradycardia),CYP2D6 inhibitors (increased levels),Insulin (masks hypoglycemia)","Take with food to slow absorption and reduce orthostatic hypotension",carvedilol|coreg|beta blocker|heart failure|hypertension,Carvedilol base,Carvedilol|Coreg,Metoprolol,Bisoprolol,Alpha and beta blocker. Good for heart failure. Take with food.,true
Labetalol,"Trandate,Normodyne","Labetalol HCl 100mg",true,A4-4026,unscheduled,,not_scheduled,not_controlled,false,false,true,true,30,false,Antihypertensive,Alpha & Beta-blocker,Blocks alpha-1 beta-1 and beta-2 receptors,false,false,true,"BP, Heart rate",30,false,none,,,C,true,"Severe bradycardia,Heart block,Asthma,Severe hepatic impairment","Other beta-blockers",false,,"Verapamil/diltiazem (bradycardia),Cimetidine (increased labetalol levels)","Take with food",labetalol|trandate|normodyne|beta blocker|hypertensive emergency|pregnancy,Labetalol Hydrochloride,Labetalol|Trandate,Nifedipine (for pregnancy hypertension),Methyldopa (for pregnancy),Useful for hypertensive emergencies and pregnancy hypertension. IV and oral available.,true
Amlodipine,"Norvasc,Amlocard","Amlodipine Besylate 5mg",true,A4-4031,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Antihypertensive,Calcium Channel Blocker (Dihydropyridine),Blocks L-type calcium channels in vascular smooth muscle,false,false,true,Blood pressure,30,false,none,,,C,true,"Severe aortic stenosis,Hypotension","Other dihydropyridine CCBs",false,,"Simvastatin (increased simvastatin levels),CYP3A4 inhibitors (increased amlodipine levels),Grapefruit juice (increased levels)","Avoid grapefruit juice",amlodipine|norvasc|calcium channel blocker|hypertension,Amlodipine Besylate|Amlodipine Maleate,Amlodipine|Norvasc,Nifedipine,Nifedipine,Very popular in Nigeria. Long-acting. Once-daily. Ankle swelling common.,true
Nifedipine,"Adalat,Procardia","Nifedipine 20mg",true,A4-4032,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Antihypertensive,Calcium Channel Blocker (Dihydropyridine),Blocks L-type calcium channels in vascular smooth muscle,false,false,true,Blood pressure,30,false,none,,,C,true,"Severe aortic stenosis,Cardiogenic shock,Acute MI","Other dihydropyridine CCBs",false,,"Beta-blockers (if combined cautiously),Grapefruit juice (increased levels),CYP3A4 inhibitors (increased nifedipine levels)","Avoid grapefruit juice, take extended-release on empty stomach",nifedipine|adalat|procardia|calcium channel blocker|hypertension,Nifedipine Extended-Release|Nifedipine Immediate-Release,Nifedipine|Adalat,Amlodipine (less peripheral edema),Amlodipine,Short-acting form used for hypertensive urgency. Extended-release for maintenance.,true
Felodipine,"Plendil","Felodipine 5mg",true,A4-4033,unscheduled,,not_scheduled,not_controlled,false,false,true,true,30,false,Antihypertensive,Calcium Channel Blocker (Dihydropyridine),Blocks L-type calcium channels in vascular smooth muscle,false,false,true,Blood pressure,30,false,none,,,C,true,"Severe aortic stenosis,Hypotension","Other dihydropyridine CCBs",false,,"CYP3A4 inhibitors (increased levels),Grapefruit juice (significantly increased levels),Beta-blockers (enhanced antihypertensive effect)","Avoid grapefruit juice completely, take in morning",felodipine|plendil|calcium channel blocker|hypertension,Felodipine Extended-Release,Felodipine|Plendil,Amlodipine,Nifedipine,Long-acting dihydropyridine. Very sensitive to grapefruit interaction.,true
Verapamil,"Calan,Isoptin","Verapamil HCl 80mg",true,A4-4034,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Antihypertensive,Calcium Channel Blocker (Non-dihydropyridine),Blocks L-type calcium channels in heart and vascular smooth muscle,false,false,true,"BP, Heart rate, PR interval",30,false,none,,,C,false,"Heart block (2nd/3rd degree),Severe bradycardia,Hypotension,Concurrent IV beta-blockers,Atrial flutter/fibrillation with accessory pathway","Other non-dihydropyridine CCBs",false,,"Beta-blockers (severe bradycardia/heart block),Digoxin (increased digoxin levels),Simvastatin (increased statin levels),CYP3A4 inhibitors (increased verapamil levels)","Avoid grapefruit juice, take with food",verapamil|calan|isoptin|calcium channel blocker|hypertension|arrhythmia,Verapamil Hydrochloride,Verapamil|Calan,Diltiazem (similar class),Amlodipine (dihydropyridine),Non-dihydropyridine CCB. Rate-controlling. Constipation common. Avoid with beta-blockers.,true
Diltiazem,"Cardizem,Dilzem","Diltiazem HCl 60mg",true,A4-4035,unscheduled,,not_scheduled,not_controlled,false,false,true,true,30,false,Antihypertensive,Calcium Channel Blocker (Non-dihydropyridine),Blocks L-type calcium channels in heart and vascular smooth muscle,false,false,true,"BP, Heart rate",30,false,none,,,C,false,"Heart block (2nd/3rd degree),Severe bradycardia,Hypotension,Concurrent IV beta-blockers","Other non-dihydropyridine CCBs",false,,"Beta-blockers (bradycardia),Digoxin (increased digoxin levels),Statins (increased statin levels),CYP3A4 inhibitors (increased diltiazem levels)","Take before meals",diltiazem|cardizem|dilzem|calcium channel blocker|hypertension|atrial fibrillation,Diltiazem Hydrochloride,Diltiazem|Cardizem,Verapamil,Amlodipine (dihydropyridine),Non-dihydropyridine CCB for rate control and hypertension. Less constipation than verapamil.,true
Hydrochlorothiazide,"HCTZ,Microzide","Hydrochlorothiazide 25mg",true,A4-4041,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Diuretic,Thiazide Diuretic,Inhibits sodium reabsorption in distal tubule,false,false,true,"Electrolytes, Renal function, Blood sugar",30,false,none,,,B,true,"Anuria,Sulfonamide allergy","Sulfonamides,Other thiazides",false,,"Lithium (increased lithium levels),Digoxin (hypokalemia increases digoxin toxicity),NSAIDs (reduced diuretic effect),Corticosteroids (hypokalemia)","Take in morning to avoid nocturia, with or without food",hydrochlorothiazide|hctz|microzide|thiazide|diuretic|hypertension,Hydrochlorothiazide base,HCTZ|Hydrochlorothiazide,Chlorthalidone (longer acting),Chlorthalidone,Very common first-line diuretic in Nigeria. Monitor potassium. Take in morning.,true
Furosemide,"Lasix","Furosemide 40mg",true,A4-4042,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Diuretic,Loop Diuretic,Inhibits Na-K-2Cl cotransporter in loop of Henle,false,false,true,"Electrolytes, Renal function, BP",14,false,none,,,C,true,"Anuria,Severe electrolyte depletion,Hepatic coma","Sulfonamides",false,,"Aminoglycosides (increased ototoxicity),Lithium (increased levels),Digoxin (hypokalemia increases toxicity),NSAIDs (reduced effect)","Take in morning, with or without food, increase fluid intake",furosemide|lasix|loop diuretic|edema|heart failure,Furosemide base,Furosemide|Lasix,Bumetanide (more potent),Hydrochlorothiazide (for HTN only),Most commonly used diuretic in Nigerian hospitals. Potent. Monitor electrolytes closely.,true
Bumetanide,"Bumex","Bumetanide 1mg",true,A4-4043,unscheduled,,not_scheduled,not_controlled,false,false,true,true,30,false,Diuretic,Loop Diuretic,Inhibits Na-K-2Cl cotransporter in loop of Henle,false,false,true,"Electrolytes, Renal function",14,false,none,,,C,true,"Anuria,Severe electrolyte depletion,Hepatic coma","Sulfonamides",false,,"Aminoglycosides (ototoxicity),Lithium (increased levels),Digoxin (hypokalemia),NSAIDs (reduced effect)","Take in morning",bumetanide|bumex|loop diuretic|edema,Bumetanide base,Bumetanide|Bumex,Furosemide (less potent),Furosemide,40x more potent than furosemide. Used when furosemide resistance.,true
Spironolactone,"Aldactone","Spironolactone 25mg",true,A4-4044,unscheduled,,not_scheduled,not_controlled,true,false,true,true,30,false,Diuretic,Potassium-Sparing Diuretic (Aldosterone Antagonist),Competitive aldosterone receptor antagonist,false,false,true,"Potassium, Renal function",14,false,none,,,C,true,"Hyperkalemia,Severe renal impairment,Addison's disease,Concurrent potassium supplements","None specific",false,,"ACE inhibitors/ARBs (severe hyperkalemia),Potassium supplements (severe hyperkalemia),NSAIDs (reduced effect),Digoxin (increased digoxin levels)","Take with food, monitor potassium closely",spironolactone|aldactone|potassium sparing diuretic|heart failure|ascites,Spironolactone base,Spironolactone|Aldactone,Eplerenone (fewer hormonal side effects),Amiloride,Potassium-sparing diuretic. Essential in heart failure. Risk of hyperkalemia. Gynecomastia in men.,true
Amiloride,"Midamor","Amiloride HCl 5mg",true,A4-4045,unscheduled,,not_scheduled,not_controlled,false,false,true,true,30,false,Diuretic,Potassium-Sparing Diuretic,Blocks epithelial sodium channels in collecting duct,false,false,true,"Potassium, Renal function",14,false,none,,,B,true,"Hyperkalemia,Severe renal impairment,Anuria","None specific",false,,"ACE inhibitors/ARBs (hyperkalemia),Potassium supplements (hyperkalemia),NSAIDs (reduced effect),Lithium (increased levels)","Take with food, monitor potassium",amiloride|midamor|potassium sparing diuretic,Amiloride Hydrochloride,Amiloride|Midamor,Spironolactone,Spironolactone,Potassium-sparing diuretic. Often combined with hydrochlorothiazide.,true
Chlorthalidone,"Hygroton,Thalitone","Chlorthalidone 25mg",true,A4-4046,unscheduled,,not_scheduled,not_controlled,false,false,true,true,30,false,Diuretic,Thiazide-Like Diuretic,Inhibits sodium reabsorption in distal tubule,false,false,true,"Electrolytes, Renal function",30,false,none,,,B,true,"Anuria,Sulfonamide allergy","Sulfonamides,Thiazides",false,,"Lithium (increased levels),Digoxin (hypokalemia increases toxicity),NSAIDs (reduced effect)","Take in morning",chlorthalidone|hygroton|thiazide-like diuretic|hypertension,Chlorthalidone base,Chlorthalidone|Hygroton,Hydrochlorothiazide,Hydrochlorothiazide,Longer-acting than HCTZ. Preferred by some guidelines. Monitor potassium.,true
Indapamide,"Lozol","Indapamide 2.5mg",true,A4-4047,unscheduled,,not_scheduled,not_controlled,false,false,true,true,30,false,Diuretic,Thiazide-Like Diuretic,Inhibits sodium reabsorption + vasodilation,false,false,true,"Electrolytes, Renal function",30,false,none,,,B,true,"Anuria,Severe renal impairment,Hepatic encephalopathy","Sulfonamides",false,,"Lithium (increased levels),Digoxin (hypokalemia),NSAIDs (reduced effect)","Take in morning with or without food",indapamide|lozol|thiazide-like diuretic|hypertension,Indapamide base,Indapamide|Lozol,Hydrochlorothiazide,Chlorthalidone,Thiazide-like with vasodilating properties. Less metabolic side effects.,true
Aspirin (Low-Dose),"Aspirin,Ecotrin","Aspirin 75mg",true,A4-4051,unscheduled,,not_scheduled,not_controlled,true,false,true,true,90,false,Antiplatelet,NSAID/Antiplatelet,Irreversibly inhibits COX-1 (platelet aggregation),false,false,true,Bleeding signs,90,false,none,,,D,false,"Active bleeding,Hemophilia,Severe thrombocytopenia,Peptic ulcer disease,Children under 12 with viral infections (Reye's syndrome risk)","NSAIDs,Salicylates",false,,"Warfarin (increased bleeding),Other anticoagulants (bleeding),NSAIDs (increased GI bleeding),Methotrexate (increased toxicity)","Take with food to reduce GI upset",aspirin|low dose aspirin|antiplatelet|cardiovascular prevention,Acetylsalicylic Acid,Aspirin|ASA,Clopidogrel (if aspirin intolerant),Clopidogrel,Essential for cardiovascular protection. Low dose (75-150mg) for prevention. GI protection may be needed.,true
Clopidogrel,"Plavix","Clopidogrel 75mg",true,A4-4052,unscheduled,,not_scheduled,not_controlled,true,false,true,true,90,false,Antiplatelet,P2Y12 Inhibitor,Blocks ADP receptor on platelets,false,false,true,Bleeding signs,90,false,none,,,B,false,"Active pathological bleeding,Severe hepatic impairment,Concurrent use of CYP2C19 inhibitors (reduces activation)","None specific",true,"Increased risk of bleeding. Discontinue 5-7 days before elective surgery. Reduced efficacy in CYP2C19 poor metabolizers (common in some populations).","Warfarin (increased bleeding),NSAIDs (increased GI bleeding),PPIs (may reduce clopidogrel effectiveness)","Take with or without food",clopidogrel|plavix|antiplatelet|stent|stroke prevention,Clopidogrel Bisulfate,Clopidogrel|Plavix,Ticagrelor (more potent),Aspirin (less potent),Essential after stent placement. Genetic variations affect efficacy. PPIs may reduce effectiveness.,true
Ticagrelor,"Brilinta,Brilique","Ticagrelor 90mg",true,A4-4053,unscheduled,,not_scheduled,not_controlled,false,false,true,true,90,false,Antiplatelet,P2Y12 Inhibitor,Reversibly blocks ADP receptor on platelets,false,true,true,Bleeding signs,30,false,none,,,C,false,"Active bleeding,History of intracranial hemorrhage,Severe hepatic impairment","None specific",true,"Increased risk of bleeding. More potent than clopidogrel. Reversible binding. Dyspnea common side effect (10-15%).","Warfarin (increased bleeding),Aspirin >100mg (increased bleeding),Strong CYP3A4 inhibitors (avoid),Digoxin (increased digoxin levels)","Take with or without food, twice daily",ticagrelor|brilinta|brilique|antiplatelet|ACS|acute coronary syndrome,Ticagrelor base,Ticagrelor|Brilinta,Clopidogrel (less potent),Clopidogrel,More potent than clopidogrel. No genetic variability. Dyspnea common. Expensive.,true
Prasugrel,"Effient","Prasugrel 10mg",true,A4-4054,unscheduled,,not_scheduled,not_controlled,false,false,true,true,90,false,Antiplatelet,P2Y12 Inhibitor,Irreversibly blocks ADP receptor on platelets,false,true,true,Bleeding signs,90,false,none,18,75,B,false,"Active bleeding,History of TIA/stroke,Age ≥75 years (relative),Weight <60 kg (relative)","None specific",true,"Increased bleeding risk especially in elderly (≥75) and low weight (<60 kg). More potent than clopidogrel.","Warfarin (increased bleeding),NSAIDs (increased bleeding)","Take with or without food",prasugrel|effient|antiplatelet|stent|ACS,Prasugrel Hydrochloride,Prasugrel|Effient,Clopidogrel (safer in elderly),Clopidogrel,More potent than clopidogrel. Higher bleeding risk. Avoid in elderly >75 and low weight.,true
Atorvastatin,"Lipitor","Atorvastatin Calcium 20mg",true,A4-4061,unscheduled,,not_scheduled,not_controlled,true,false,true,true,90,false,Lipid-Lowering,HMG-CoA Reductase Inhibitor (Statin),Inhibits cholesterol synthesis,false,false,true,"Lipid panel, Liver function, Muscle pain",90,false,none,,,X,false,"Active liver disease,Pregnancy,Breastfeeding,Concurrent strong CYP3A4 inhibitors with high statin doses","Other statins",false,,"Fibrates (myopathy risk),Niacin (myopathy),Cyclosporine (increased statin levels),Grapefruit juice (increased levels),CYP3A4 inhibitors (increased levels)","Avoid large amounts of grapefruit juice, take any time of day",atorvastatin|lipitor|statin|cholesterol|cardiovascular disease,Atorvastatin Calcium,Atorvastatin|Lipitor,Rosuvastatin (more potent),Simvastatin,Most commonly prescribed statin. Long half-life. Take any time. Monitor liver and muscle.,true
Simvastatin,"Zocor","Simvastatin 20mg",true,A4-4062,unscheduled,,not_scheduled,not_controlled,true,false,true,true,90,false,Lipid-Lowering,HMG-CoA Reductase Inhibitor (Statin),Inhibits cholesterol synthesis,false,false,true,"Lipid panel, Liver function, Muscle pain",90,false,none,,,X,false,"Active liver disease,Pregnancy,Breastfeeding,Concurrent potent CYP3A4 inhibitors","Other statins",false,,"Fibrates (myopathy),CYP3A4 inhibitors (increased simvastatin levels),Grapefruit juice (significantly increased levels),Amiodarone (dose limit 20mg)","Avoid grapefruit juice, take in evening",simvastatin|zocor|statin|cholesterol,Simvastatin base,Simvastatin|Zocor,Atorvastatin (fewer interactions),Atorvastatin,Many drug interactions. Limit 20mg with amiodarone. Take evening. Avoid grapefruit.,true
Rosuvastatin,"Crestor","Rosuvastatin Calcium 10mg",true,A4-4063,unscheduled,,not_scheduled,not_controlled,false,false,true,true,90,false,Lipid-Lowering,HMG-CoA Reductase Inhibitor (Statin),Inhibits cholesterol synthesis,false,false,true,"Lipid panel, Liver function, Muscle pain",90,false,none,,,X,false,"Active liver disease,Pregnancy,Breastfeeding,Concurrent cyclosporine","Other statins",false,,"Cyclosporine (contraindicated),Fibrates (myopathy),Warfarin (increased INR)","Take any time of day, with or without food",rosuvastatin|crestor|statin|cholesterol,Rosuvastatin Calcium,Rosuvastatin|Crestor,Atorvastatin,Simvastatin,Most potent statin. Fewer drug interactions than simvastatin. More expensive.,true
Pravastatin,"Pravachol","Pravastatin Sodium 40mg",true,A4-4064,unscheduled,,not_scheduled,not_controlled,false,false,true,true,90,false,Lipid-Lowering,HMG-CoA Reductase Inhibitor (Statin),Inhibits cholesterol synthesis,false,false,true,"Lipid panel, Liver function, Muscle pain",90,false,none,,,X,false,"Active liver disease,Pregnancy,Breastfeeding","Other statins",false,,"Fibrates (myopathy),Cyclosporine (increased pravastatin levels)","Take any time, with or without food",pravastatin|pravachol|statin|cholesterol,Pravastatin Sodium,Pravastatin|Pravachol,Atorvastatin (more potent),Simvastatin,Hydrophilic statin. Fewer drug interactions. Less potent than atorvastatin.,true
Fluvastatin,"Lescol","Fluvastatin Sodium 80mg",true,A4-4065,unscheduled,,not_scheduled,not_controlled,false,false,true,true,90,false,Lipid-Lowering,HMG-CoA Reductase Inhibitor (Statin),Inhibits cholesterol synthesis,false,false,true,"Lipid panel, Liver function, Muscle pain",90,false,none,,,X,false,"Active liver disease,Pregnancy,Breastfeeding","Other statins",false,,"Fibrates (myopathy),Fluconazole (increased fluvastatin levels),Warfarin (increased INR)","Take in evening, with or without food",fluvastatin|lescol|statin|cholesterol,Fluvastatin Sodium,Fluvastatin|Lescol,Atorvastatin,Simvastatin,Least potent statin. Fewer drug interactions. Used when others not tolerated.,true
Fenofibrate,"Tricor,Lipanthyl","Fenofibrate 160mg",true,A4-4066,unscheduled,,not_scheduled,not_controlled,false,false,true,true,90,false,Lipid-Lowering,Fibrate,Activates PPAR-alpha (increases lipoprotein lipase),false,false,true,"Lipid panel, Liver function, Renal function",90,false,none,,,C,false,"Severe renal impairment,Severe hepatic impairment,Gallbladder disease,Breastfeeding","Other fibrates",false,,"Statins (increased myopathy risk),Warfarin (significantly increased INR),Cyclosporine (nephrotoxicity)","Take with food",fenofibrate|tricor|lipanthyl|fibrate|triglycerides,Fenofibrate Micronized|Fenofibric Acid,Fenofibrate|Tricor,Gemfibrozil,Gemfibrozil,Good for high triglycerides. Monitor renal function. Increases warfarin effect significantly.,true
Gemfibrozil,"Lopid","Gemfibrozil 600mg",true,A4-4067,unscheduled,,not_scheduled,not_controlled,false,false,true,true,90,false,Lipid-Lowering,Fibrate,Activates PPAR-alpha,false,false,true,"Lipid panel, Liver function",90,false,none,,,C,false,"Severe renal impairment,Severe hepatic impairment,Gallbladder disease,Concurrent statin use (increased myopathy risk)","Other fibrates",false,,"Statins (contraindicated - severe myopathy risk),Warfarin (increased INR),Repaglinide (hypoglycemia)","Take 30 minutes before morning and evening meals",gemfibrozil|lopid|fibrate|triglycerides,Gemfibrozil base,Gemfibrozil|Lopid,Fenofibrate (can use with statins),Fenofibrate,Avoid with statins (rhabdomyolysis risk). Increases warfarin significantly. Take before meals.,true
