generic_name,brand_names,active_ingredients,nafdac_approved,nafdac_registration_number,nafdac_schedule,requires_special_prescription,us_dea_schedule,uk_controlled_drug_class,who_essential_medicine,refrigeration_required,black_box_warning,requires_physician_only,prescribing_level,is_controlled,therapeutic_class,pharmacological_class,mechanism_of_action,requires_monitoring,requires_pregnancy_test,requires_baseline_tests,monitoring_type,typical_treatment_duration_days,long_term_therapy,abuse_potential,teratogenic,pregnancy_category,requires_contraception,major_contraindications,major_interactions,black_box_warning_text,common_side_effects,serious_adverse_effects,cost_considerations,alternative_medications,search_keywords
Latanoprost,"Xalatan,Latoprost","Latanoprost 0.005% eye drops",true,A4-9066,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Prostaglandin Analog,Increases uveoscleral outflow of aqueous humor,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity","None significant",,Conjunctival hyperemia|Iris pigmentation changes|Eyelash growth|Ocular irritation,Iris color changes (permanent)|Macular edema|Anterior uveitis,Moderate cost,Travoprost|Bimatoprost|Timolol,latanoprost xalatan prostaglandin glaucoma eye drops iris darkening
Travoprost,"Travatan,Travatan Z","Travoprost 0.004% eye drops",true,A4-9067,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Prostaglandin Analog,Increases uveoscleral outflow,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity","None significant",,Ocular hyperemia|Iris pigmentation|Foreign body sensation|Eyelash changes,Iris darkening|Macular edema|Iritis,Moderate to high cost,Latanoprost|Bimatoprost,travoprost travatan prostaglandin glaucoma
Brimonidine,"Alphagan,Brimodin","Brimonidine 0.2% eye drops",true,A4-9068,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Alpha-2 Agonist,Reduces aqueous humor production and increases uveoscleral outflow,false,false,false,,ongoing,true,none,no,B,false,"Hypersensitivity,MAOIs use,Infants and children under 2 years","MAOIs,CNS depressants,Antihypertensives",,Ocular allergy|Hyperemia|Burning|Stinging|Headache|Fatigue|Drowsiness,Hypotension|Bradycardia|CNS depression (especially children),Moderate cost,Timolol|Dorzolamide,brimonidine alphagan alpha agonist glaucoma
Dorzolamide,"Trusopt,Dorzox","Dorzolamide 2% eye drops",true,A4-9069,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Carbonic Anhydrase Inhibitor,Inhibits carbonic anhydrase - reduces aqueous humor production,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity to sulfonamides,Severe renal impairment","Oral carbonic anhydrase inhibitors,Salicylates",,Burning|Stinging|Bitter taste|Blurred vision|Superficial punctate keratitis,Stevens-Johnson syndrome|Toxic epidermal necrolysis (rare),Moderate cost,Brinzolamide|Timolol,dorzolamide trusopt carbonic anhydrase inhibitor glaucoma sulfonamide
Brinzolamide,"Azopt,Brinzopt","Brinzolamide 1% eye drops",true,A4-9070,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Carbonic Anhydrase Inhibitor,Inhibits carbonic anhydrase,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity to sulfonamides,Severe renal impairment,Hyperchloremic acidosis","Oral carbonic anhydrase inhibitors,Salicylates",,Blurred vision|Bitter taste|Blepharitis|Dry eye,Stevens-Johnson syndrome|Toxic epidermal necrolysis (rare),Moderate cost,Dorzolamide|Timolol,brinzolamide azopt carbonic anhydrase inhibitor glaucoma
Pilocarpine,"Isopto Carpine,Pilogel","Pilocarpine 2% eye drops",true,A4-9071,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Ophthalmological,Miotic,Muscarinic agonist - contracts ciliary muscle,false,false,false,,ongoing,true,none,no,C,false,"Iritis,Acute inflammatory disease of anterior segment,Conditions where pupillary constriction undesirable","Anticholinergics",,Blurred vision|Brow ache|Headache|Myopia|Stinging,Retinal detachment|Systemic cholinergic effects (rare),Low cost,Latanoprost|Timolol,pilocarpine miotic cholinergic glaucoma
Tropicamide,"Mydriacyl,Tropicacyl","Tropicamide 1% eye drops",true,A4-9072,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Mydriatic,Muscarinic antagonist - causes cycloplegia and mydriasis,false,false,false,,1,false,none,no,C,false,"Narrow-angle glaucoma,Hypersensitivity","Anticholinesterases",,Blurred vision|Photophobia|Stinging|Increased IOP,Angle-closure glaucoma|Psychotic reactions (rare)|Cardiac arrhythmias,Low cost,Cyclopentolate|Phenylephrine,tropicamide mydriatic cycloplegic pupil dilation examination
Cyclopentolate,"Cyclogyl,Cyclomydril","Cyclopentolate 1% eye drops",true,A4-9073,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Cycloplegic/Mydriatic,Muscarinic antagonist,false,false,false,,1,false,none,no,C,false,"Narrow-angle glaucoma,Hypersensitivity","Anticholinesterases",,Blurred vision|Photophobia|Burning|Stinging|Increased IOP,Angle-closure glaucoma|Psychotic reactions|Ataxia|Hallucinations,Low cost,Tropicamide|Atropine,cyclopentolate cyclogyl cycloplegic mydriatic pupil refraction
Chloramphenicol,"Chlorsig,Chloromycetin","Chloramphenicol 0.5% eye drops",true,A4-9074,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Ophthalmological,Antibiotic,Inhibits bacterial protein synthesis,false,false,false,,7,false,none,no,C,false,"Hypersensitivity","None significant for topical use",,Transient stinging|Burning,Aplastic anemia (extremely rare with topical use)|Hypersensitivity,Low cost,Tobramycin|Ofloxacin|Fusidic acid,chloramphenicol antibiotic eye drops bacterial conjunctivitis
Tobramycin,"Tobrex,Tobradex","Tobramycin 0.3% eye drops",true,A4-9075,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Aminoglycoside Antibiotic,Inhibits bacterial protein synthesis,false,false,false,,7,false,none,no,B,false,"Hypersensitivity","None significant for topical use",,Ocular irritation|Hyperemia,Corneal ulceration|Fungal superinfection,Moderate cost,Gentamicin|Ciprofloxacin eye drops,tobramycin tobrex aminoglycoside antibiotic eye drops
Ofloxacin,"Ocuflox,Floxin","Ofloxacin 0.3% eye drops",true,A4-9076,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Fluoroquinolone Antibiotic,Inhibits bacterial DNA gyrase,false,false,false,,7,false,none,no,C,false,"Hypersensitivity to fluoroquinolones","None significant for topical use",,Ocular discomfort|Burning|Stinging,Corneal perforation (in presence of epithelial defect)|C. difficile colitis (systemic use),Moderate cost,Ciprofloxacin|Moxifloxacin eye drops,ofloxacin ocuflox fluoroquinolone antibiotic eye drops
Ciprofloxacin,"Ciloxan,Cipro","Ciprofloxacin 0.3% eye drops",true,A4-9077,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Ophthalmological,Fluoroquinolone Antibiotic,Inhibits DNA gyrase and topoisomerase,false,false,false,,7,false,none,no,C,false,"Hypersensitivity to fluoroquinolones","None significant for topical use",,Ocular discomfort|White crystalline precipitate,Corneal perforation (with epithelial defects),Moderate cost,Ofloxacin|Moxifloxacin eye drops,ciprofloxacin ciloxan fluoroquinolone antibiotic eye drops
Albendazole,"Zentel,Albenza","Albendazole 400mg",true,A4-9078,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Antiparasitic,Anthelmintic,Inhibits microtubule polymerization in parasites,true,true,true,LFTs CBC,3,false,none,yes,C,true,"Hypersensitivity,Pregnancy (first trimester)","Dexamethasone,Praziquantel,Cimetidine",,Abdominal pain|Headache|Nausea|Dizziness,Hepatotoxicity|Bone marrow suppression|Alopecia|Stevens-Johnson syndrome,Low cost,Mebendazole|Pyrantel,albendazole zentel anthelmintic broad-spectrum hookworm roundworm
Mebendazole,"Vermox,Ovex","Mebendazole 100mg",true,A4-9079,unscheduled,,not_scheduled,not_controlled,true,false,false,false,1,false,Antiparasitic,Anthelmintic,Inhibits microtubule synthesis in parasites,false,false,false,,3,false,none,yes,C,false,"Hypersensitivity,Pregnancy","Metronidazole,Cimetidine",,Abdominal pain|Diarrhea|Flatulence,Stevens-Johnson syndrome|Toxic epidermal necrolysis|Seizures|Neutropenia,Low cost,Albendazole|Pyrantel pamoate,mebendazole vermox anthelmintic pinworm roundworm hookworm
Praziquantel,"Biltricide,Distocide","Praziquantel 600mg",true,A4-9080,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Antiparasitic,Anthelmintic,Increases cell membrane permeability to calcium in parasites,false,false,false,,1,false,none,no,B,false,"Hypersensitivity,Ocular cysticercosis (contraindication),Concurrent rifampin","Rifampin,Carbamazepine,Phenytoin,Corticosteroids",,Abdominal pain|Headache|Dizziness|Nausea|Drowsiness,Rarely - cardiac arrhythmias|Seizures (in cerebral cysticercosis),Moderate cost,Albendazole (for some indications),praziquantel biltricide anthelmintic schistosomiasis tapeworm flukes
Artesunate,"Artesunat,Artesun","Artesunate 60mg",true,A4-9081,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Antiparasitic,Antimalarial,Generates free radicals toxic to malaria parasite,true,false,true,Parasitemia hemoglobin,3,false,none,no,C,false,"Hypersensitivity,First trimester pregnancy (unless life-threatening)","None significant",,Nausea|Vomiting|Dizziness|Asthenia,Delayed hemolysis|Hepatotoxicity|Neutropenia,High cost,Artemether/Lumefantrine|Quinine,artesunate antimalarial artemisinin severe malaria intravenous
Artemether/Lumefantrine,"Coartem,Riamet","Artemether 20mg + Lumefantrine 120mg",true,A4-9082,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Antiparasitic,Antimalarial,Artemisinin derivative + interferes with parasite detoxification,true,false,true,ECG parasitemia,3,false,none,no,C,false,"Hypersensitivity,Severe malaria,QT prolongation","QT-prolonging drugs,CYP3A4 inhibitors/inducers,Grapefruit juice",,Headache|Dizziness|Nausea|Arthralgia|Myalgia|Anorexia,QT prolongation|Hepatotoxicity|Eosinophilia,High cost,Artesunate|Quinine|Atovaquone/Proguanil,artemether lumefantrine coartem antimalarial act combination malaria
Quinine,"Qualaquin,Quinimax","Quinine Sulfate 300mg",true,A4-9083,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Antiparasitic,Antimalarial,Interferes with parasite DNA replication,true,false,true,Glucose ECG,7,false,none,yes,D,false,"Hypersensitivity,G6PD deficiency,Optic neuritis,Tinnitus,Myasthenia gravis,Pregnancy (first trimester)","Warfarin,Digoxin,Neuromuscular blockers,Mefloquine",true,"Thrombocytopenia. Serious and life-threatening hypersensitivity reactions. Hemolytic uremic syndrome. QT prolongation and cardiac arrhythmias. Cinchonism.",Cinchonism (tinnitus|headache|nausea|visual disturbances)|Hypoglycemia,Thrombocytopenia|Hemolytic uremic syndrome|Blackwater fever|QT prolongation|Blindness,Low cost,Artemisinin-based combinations,quinine antimalarial cinchonism thrombocytopenia severe malaria
Atovaquone/Proguanil,"Malarone,Atoquone","Atovaquone 250mg + Proguanil 100mg",true,A4-9084,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Antiparasitic,Antimalarial,Interferes with parasite mitochondrial function + inhibits DHFR,false,false,false,,3,false,none,no,C,false,"Hypersensitivity,Severe renal impairment,Prophylaxis in areas with chloroquine/mefloquine resistance","Rifampin,Metoclopramide,Tetracycline",,Headache|Nausea|Abdominal pain|Diarrhea|Cough,Hepatotoxicity|Stevens-Johnson syndrome|Seizures|Pancytopenia,High cost,Artemether/Lumefantrine|Mefloquine,atovaquone proguanil malarone antimalarial prophylaxis combination
Pyrantel Pamoate,"Combantrin,Pin-X","Pyrantel 250mg",true,A4-9085,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Antiparasitic,Anthelmintic,Depolarizing neuromuscular blocker in parasites,false,false,false,,1,false,none,no,C,false,"Hypersensitivity,Liver disease","Piperazine",,Nausea|Abdominal cramps|Diarrhea|Headache|Dizziness,Rarely - hepatotoxicity|Neurological effects,Low cost,Mebendazole|Albendazole,pyrantel combantrin anthelmintic pinworm hookworm roundworm
Diethylcarbamazine,"Hetrazan,DEC","Diethylcarbamazine 100mg",true,A4-9086,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Antiparasitic,Antifilarial,Immobilizes microfilariae,false,false,false,,21,false,none,no,B,false,"Hypersensitivity,Onchocerciasis (causes severe reactions)","None significant",,Headache|Nausea|Dizziness|Joint pain,Mazzotti reaction (in onchocerciasis)|Encephalopathy|Retinal hemorrhage,Low cost,Ivermectin|Albendazole,diethylcarbamazine dec antifilarial lymphatic filariasis
