generic_name,brand_names,active_ingredients,nafdac_approved,nafdac_registration_number,nafdac_schedule,requires_special_prescription,us_dea_schedule,uk_controlled_drug_class,who_essential_medicine,refrigeration_required,black_box_warning,requires_physician_only,prescribing_level,is_controlled,therapeutic_class,pharmacological_class,mechanism_of_action,requires_monitoring,requires_pregnancy_test,requires_baseline_tests,monitoring_type,typical_treatment_duration_days,long_term_therapy,abuse_potential,teratogenic,pregnancy_category,requires_contraception,major_contraindications,major_interactions,black_box_warning_text,common_side_effects,serious_adverse_effects,cost_considerations,alternative_medications,search_keywords
Nicotine Patch,"NicoDerm,Habitrol","Nicotine 21mg/24h",true,A4-9161,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Smoking Cessation,Nicotine Replacement,Nicotine replacement to reduce withdrawal,false,false,false,,84,false,moderate,no,D,false,"Non-smokers,Immediate post-MI period,Serious arrhythmias,Severe/worsening angina","Smoking while using patch,Insulin,Adrenergic antagonists",,Skin irritation|Insomnia|Vivid dreams|Nausea,MI|Arrhythmias|Hypertension|Stroke (especially if continuing to smoke),Moderate cost,Nicotine gum|Varenicline|Bupropion,nicotine patch nrt nicotine replacement therapy smoking cessation
Disulfiram,"Antabuse,Disulfiram","Disulfiram 250mg",true,A4-9162,unscheduled,,not_scheduled,not_controlled,false,false,true,true,3,false,Addiction Treatment,Aldehyde Dehydrogenase Inhibitor,Blocks alcohol metabolism causing unpleasant reaction,false,false,true,LFTs,ongoing,false,none,no,C,false,"Severe cardiac disease,Psychosis,Recent alcohol ingestion (within 12 hours)","Alcohol,Metronidazole,Warfarin,Phenytoin,Isoniazid",true,"Severe disulfiram-alcohol reaction can be life-threatening with cardiovascular collapse respiratory depression seizures and death. Hepatotoxicity. Patient must understand consequences of alcohol consumption.",Drowsiness|Fatigue|Headache|Metallic taste,Disulfiram-alcohol reaction (flushing|tachycardia|hypotension|nausea|vomiting)|Hepatotoxicity|Psychosis|Neuropathy,Low cost,Acamprosate|Naltrexone,disulfiram antabuse alcohol deterrent aldehyde dehydrogenase hepatotoxic
Acamprosate,"Campral,Acampral","Acamprosate 333mg",true,A4-9163,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Addiction Treatment,GABA Analog,Modulates glutamate and GABA neurotransmission,false,false,true,Renal function,180,true,none,no,C,false,"Severe renal impairment (CrCl <30)","None significant (minimal interactions)",,Diarrhea|Nausea|Flatulence|Pruritus,Depression|Suicidal ideation|Acute renal failure,Moderate cost,Naltrexone|Disulfiram,acamprosate campral alcohol dependence abstinence glutamate
Naltrexone,"ReVia,Vivitrol","Naltrexone 50mg",true,A4-9164,unscheduled,,not_scheduled,not_controlled,false,false,true,true,3,false,Addiction Treatment,Opioid Antagonist,Mu-opioid receptor antagonist,true,false,true,LFTs,180,true,none,no,C,false,"Acute hepatitis,Liver failure,Current opioid use,Acute opioid withdrawal","Opioids (blocks effects),Disulfiram",true,"Hepatotoxicity at high doses. Risk of precipitated opioid withdrawal. Can block opioid-containing medicines. Increases opioid sensitivity - risk of overdose if opioid use resumed.",Nausea|Headache|Dizziness|Fatigue|Anxiety,Hepatotoxicity|Depression|Suicidal ideation|Opioid overdose (if use resumed),Moderate cost,Acamprosate|Disulfiram|Buprenorphine/naloxone,naltrexone revia opioid alcohol antagonist dependence hepatotoxic
Methadone,"Methadose,Dolophine","Methadone 10mg",true,A4-9165,schedule_2,true,schedule_2,class_a,true,false,true,true,4,true,Addiction Treatment,Opioid Agonist,Full mu-opioid receptor agonist,true,false,true,ECG dose adjustments,ongoing,true,severe,no,C,false,"Significant respiratory depression,Acute or severe asthma,Known QT prolongation,Concurrent QT-prolonging drugs","Benzodiazepines,Other CNS depressants,CYP3A4 inhibitors/inducers,QT-prolonging drugs",true,"Life-threatening respiratory depression. Deaths reported during initiation and conversion from other opioids. QT prolongation and torsades de pointes. Accidental ingestion especially in children can be fatal. Neonatal opioid withdrawal syndrome.",Constipation|Sweating|Nausea|Sedation|Dizziness,Respiratory depression|QT prolongation|Cardiac arrhythmias|Hypotension|Addiction|Overdose|Death,Very low cost but tightly regulated,Buprenorphine/naloxone,methadone maintenance opioid addiction qt prolongation respiratory depression controlled
Buprenorphine/Naloxone,"Suboxone,Zubsolv","Buprenorphine 8mg + Naloxone 2mg",true,A4-9166,schedule_3,true,schedule_3,class_c,false,false,true,true,4,true,Addiction Treatment,Partial Opioid Agonist,Partial mu-agonist + opioid antagonist,true,false,true,LFTs,ongoing,true,moderate,no,C,false,"Significant respiratory depression,Hypersensitivity","Benzodiazepines,Other CNS depressants,CYP3A4 inhibitors",,Headache|Nausea|Constipation|Sweating|Insomnia,Respiratory depression|Hepatotoxicity|Orthostatic hypotension|Precipitated withdrawal|Addiction|Neonatal opioid withdrawal,High cost,Methadone,buprenorphine naloxone suboxone opioid addiction partial agonist hepatotoxic
Misoprostol,"Cytotec,Misoprost","Misoprostol 200mcg",true,A4-9167,unscheduled,,not_scheduled,not_controlled,true,false,true,true,3,false,Obstetric,Prostaglandin,Synthetic prostaglandin E1 analog,false,true,false,,1,false,none,yes,X,true,"Pregnancy (when used for gastroprotection),Hypersensitivity","Antacids (magnesium-containing)",,Diarrhea|Abdominal pain|Nausea|Flatulence,Uterine rupture|Severe bleeding|Abortion|Birth defects|Premature birth,Low cost,PPIs (for gastroprotection),misoprostol cytotec prostaglandin abortion labor induction teratogenic
Oxytocin,"Pitocin,Syntocinon","Oxytocin 10 units/mL",true,A4-9168,unscheduled,,not_scheduled,not_controlled,true,true,false,true,4,false,Obstetric,Oxytocic,Stimulates uterine contractions,true,false,false,Contractions fetal heart rate,1,false,none,no,A,false,"Hypersensitivity,Fetal distress where delivery not imminent,Prematurity,Unfavorable fetal position,Placenta praevia,Cephalopelvic disproportion","Prostaglandins (increased effect),Vasoconstrictor sympathomimetics",,Nausea|Vomiting,Uterine hyperstimulation|Uterine rupture|Fetal distress|Water intoxication|Hyponatremia,Low cost,Carbetocin,oxytocin pitocin labor induction postpartum hemorrhage uterine atony
Methylergometrine,"Methergine,Ergomet","Methylergometrine 0.2mg",true,A4-9169,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Obstetric,Ergot Alkaloid,Causes sustained uterine contraction,false,false,false,,1,false,none,no,C,false,"Hypertension,Preeclampsia,Eclampsia,Pregnancy,Peripheral vascular disease,Coronary artery disease,Sepsis","CYP3A4 inhibitors,Vasoconstrictors,Ergot alkaloids",true,"Can cause severe hypertension stroke and seizures especially with hypertensive disorders of pregnancy or when combined with vasopressors. Contraindicated before delivery of placenta.",Nausea|Vomiting|Hypertension|Headache,Severe hypertension|Stroke|Seizures|MI|Coronary vasospasm|Peripheral ischemia,Low cost,Oxytocin|Carboprost,methylergometrine methergine ergot postpartum hemorrhage hypertension
Magnesium Sulfate,"MgSO4,Epsom Salt","Magnesium Sulfate 50%",true,A4-9170,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Obstetric,Anticonvulsant/Tocolytic,Neuromuscular blockade and CNS depression,true,false,false,Magnesium levels reflexes respiratory rate,variable,false,none,no,A,false,"Heart block,Myocardial damage,Renal failure,Hypersensitivity","Calcium channel blockers,Neuromuscular blockers,CNS depressants",,Flushing|Sweating|Hypotension|Muscle weakness,Respiratory depression|Cardiac arrest|Hypermagnesemia|Complete heart block,Very low cost,Phenytoin (for eclampsia),magnesium sulfate eclampsia preeclampsia tocolysis neuroprotection
Betamethasone,"Celestone,Betnesol","Betamethasone 12mg",true,A4-9171,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Obstetric,Corticosteroid,Accelerates fetal lung maturity,false,false,false,,2,false,none,no,C,false,"Systemic fungal infections","Similar to other corticosteroids",,Hyperglycemia|Fluid retention,Maternal hyperglycemia|Adrenal suppression|Infection risk,Low cost,Dexamethasone,betamethasone antenatal corticosteroid fetal lung maturity preterm
Dinoprostone,"Prostin E2,Cervidil","Dinoprostone 10mg",true,A4-9172,unscheduled,,not_scheduled,not_controlled,true,true,false,true,4,false,Obstetric,Prostaglandin,Cervical ripening and labor induction,true,false,false,Contractions fetal heart rate,1,false,none,no,C,false,"Hypersensitivity,Active pelvic inflammatory disease,Active cardiac/pulmonary/renal/hepatic disease,Rupture of membranes,Fetal distress","Oxytocin (sequential not concurrent use)",,Nausea|Vomiting|Diarrhea|Fever,Uterine hyperstimulation|Uterine rupture|Fetal distress|Anaphylaxis,High cost,Misoprostol|Oxytocin,dinoprostone prostaglandin cervical ripening labor induction
Rho(D) Immune Globulin,"RhoGAM,WinRho","Anti-D Immunoglobulin",true,A4-9173,unscheduled,,not_scheduled,not_controlled,true,true,false,true,3,false,Obstetric,Immunoglobulin,Prevents Rh sensitization,false,false,true,Antibody screen,1,false,none,no,C,false,"IgA deficiency with anti-IgA antibodies,Rh-positive mothers","Live vaccines (delay)",,Injection site pain|Headache|Fever,Intravascular hemolysis|Anemia|Anaphylaxis|Transfusion reactions,High cost,None,rhogam anti-d immunoglobulin rh negative pregnancy prevention sensitization
Phytonadione,"Vitamin K,Konakion","Phytomenadione 2mg",true,A4-9174,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Neonatal,Vitamin,Vitamin K for neonatal hemorrhagic disease prophylaxis,false,false,false,,1,false,none,no,C,false,"Hypersensitivity","Warfarin",,Pain at injection site|Local reactions,Anaphylaxis (IV route)|Hemolysis|Hyperbilirubinemia,Low cost,None,vitamin k phytomenadione neonatal hemorrhagic disease konakion
