generic_name,brand_names,active_ingredients,nafdac_approved,nafdac_registration_number,nafdac_schedule,requires_special_prescription,us_dea_schedule,uk_controlled_drug_class,who_essential_medicine,refrigeration_required,black_box_warning,requires_physician_only,prescribing_level,is_controlled,therapeutic_class,pharmacological_class,mechanism_of_action,requires_monitoring,requires_pregnancy_test,requires_baseline_tests,monitoring_type,typical_treatment_duration_days,long_term_therapy,abuse_potential,teratogenic,pregnancy_category,requires_contraception,major_contraindications,major_interactions,black_box_warning_text,common_side_effects,serious_adverse_effects,cost_considerations,alternative_medications,search_keywords
Lopinavir/Ritonavir,"Kaletra,Aluvia","Lopinavir 200mg + Ritonavir 50mg",true,A4-9011,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Antiviral,Protease Inhibitor,HIV protease inhibitor boosted with ritonavir,true,false,true,Lipids glucose LFTs,ongoing,true,none,no,C,false,"Hypersensitivity,Concurrent use of drugs highly dependent on CYP3A or CYP2D6","Many drug interactions via CYP3A4,Simvastatin,Lovastatin,Rifampin",,Diarrhea|Nausea|Headache|Hyperlipidemia,Pancreatitis|Hepatotoxicity|QT prolongation|PR interval prolongation|Hyperglycemia,Moderate cost,Atazanavir/Ritonavir|Darunavir/Ritonavir,lopinavir ritonavir kaletra protease inhibitor hiv boosted
Fluconazole,"Diflucan,Flucoral","Fluconazole 150mg",true,A4-9012,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Antifungal,Azole Antifungal,Inhibits fungal cytochrome P450 enzyme 14α-demethylase,true,false,true,LFTs,14,false,none,yes,D,false,"Hypersensitivity,Coadministration with drugs that prolong QT and are CYP3A4 substrates","Warfarin,Phenytoin,Theophylline,CYP3A4 substrates,QT-prolonging drugs",,Headache|Nausea|Abdominal pain|Diarrhea,Hepatotoxicity|QT prolongation|Stevens-Johnson syndrome|Anaphylaxis|Seizures,Low cost generic,Itraconazole|Voriconazole|Amphotericin B,fluconazole diflucan azole antifungal candida cryptococcus
Itraconazole,"Sporanox,Canditral","Itraconazole 100mg",true,A4-9013,unscheduled,,not_scheduled,not_controlled,false,false,true,true,3,false,Antifungal,Azole Antifungal,Inhibits fungal cytochrome P450,true,false,true,LFTs,90,true,none,no,C,false,"Hypersensitivity,Ventricular dysfunction or CHF,Coadministration with specific CYP3A4 substrates","Many CYP3A4 drug interactions,Simvastatin,Lovastatin,Triazolam",true,"Negative inotropic effects - not recommended in heart failure. Hepatotoxicity. Drug interactions via CYP3A4.",Nausea|Rash|Headache|Hypokalemia|Edema,Congestive heart failure|Hepatotoxicity|Neuropathy|Hearing loss,High cost,Fluconazole|Voriconazole|Amphotericin B,itraconazole sporanox azole antifungal aspergillosis heart failure
Voriconazole,"Vfend,Voritek","Voriconazole 200mg",true,A4-9014,unscheduled,,not_scheduled,not_controlled,false,false,true,true,4,false,Antifungal,Azole Antifungal,Inhibits fungal CYP450-dependent 14α-lanosterol demethylation,true,false,true,LFTs visual function voriconazole levels,60,true,none,yes,D,false,"Hypersensitivity,Coadministration with specific CYP3A4 substrates or inducers","Many CYP drug interactions,Rifampin,Carbamazepine,Ritonavir,Efavirenz",true,"Hepatotoxicity. Visual disturbances common. Phototoxicity and squamous cell carcinoma with prolonged use. Teratogenic. QT prolongation.",Visual disturbances|Nausea|Rash|Headache|Abnormal LFTs,Hepatotoxicity|Skin cancer|QT prolongation|Hallucinations|Photosensitivity|Teratogenicity,Very high cost,Itraconazole|Posaconazole|Amphotericin B,voriconazole vfend azole antifungal aspergillus visual hepatotoxic
Amphotericin B,"Fungizone,Amphocil","Amphotericin B 50mg",true,A4-9015,unscheduled,,not_scheduled,not_controlled,true,false,true,true,4,false,Antifungal,Polyene Antifungal,Binds ergosterol in fungal cell membrane,true,false,true,Renal function electrolytes CBC,30,false,none,no,B,false,"Hypersensitivity","Nephrotoxic drugs,Corticosteroids,Digitalis",,Fever|Chills|Nausea|Vomiting|Headache|Phlebitis,Nephrotoxicity|Hypokalemia|Hypomagnesemia|Anemia|Cardiac arrhythmias|Anaphylaxis,Very high cost,Lipid formulations (less toxic)|Azoles,amphotericin b fungizone polyene antifungal nephrotoxic systemic mycosis
Nystatin,"Mycostatin,Nystop","Nystatin 100000 units/mL",true,A4-9016,unscheduled,,not_scheduled,not_controlled,true,false,false,false,1,false,Antifungal,Polyene Antifungal,Binds ergosterol in fungal cell membrane,false,false,false,,14,false,none,no,C,false,"Hypersensitivity",None significant,,Nausea|Diarrhea|Stomach pain (oral),Rarely - Stevens-Johnson syndrome,Low cost,Fluconazole|Clotrimazole,nystatin mycostatin polyene antifungal candida oral thrush topical
Terbinafine,"Lamisil,Terbicip","Terbinafine 250mg",true,A4-9017,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Antifungal,Allylamine Antifungal,Inhibits squalene epoxidase - disrupts fungal ergosterol synthesis,true,false,true,LFTs,90,false,none,no,B,false,"Hypersensitivity,Chronic or active liver disease","Rifampin,Cimetidine,CYP2D6 substrates",,Headache|Diarrhea|Rash|Dyspepsia|Taste disturbance,Hepatotoxicity|Stevens-Johnson syndrome|Severe skin reactions|Neutropenia|Taste loss,Moderate cost,Itraconazole|Fluconazole,terbinafine lamisil allylamine antifungal onychomycosis tinea nail fungus
Clotrimazole,"Canesten,Lotrimin","Clotrimazole 1% cream",true,A4-9018,unscheduled,,not_scheduled,not_controlled,true,false,false,false,1,false,Antifungal,Azole Antifungal,Alters fungal cell membrane permeability,false,false,false,,14,false,none,no,B,false,"Hypersensitivity",None significant,,Local irritation|Burning|Redness,Rarely - hepatotoxicity (systemic use),Low cost,Miconazole|Econazole|Ketoconazole topical,clotrimazole canesten topical antifungal candida dermatophyte
Miconazole,"Daktarin,Monistat","Miconazole 2% cream",true,A4-9019,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Antifungal,Azole Antifungal,Damages fungal cell membrane,false,false,false,,14,false,none,no,C,false,"Hypersensitivity","Warfarin (oral gel)",,Local irritation|Burning|Itching,Anaphylaxis (rare),Low cost,Clotrimazole|Econazole,miconazole daktarin topical antifungal candida
Ketoconazole,"Nizoral,Ketocip","Ketoconazole 200mg",true,A4-9020,unscheduled,,not_scheduled,not_controlled,false,false,true,true,3,false,Antifungal,Azole Antifungal,Inhibits fungal cytochrome P450,true,false,true,LFTs,30,false,none,no,C,false,"Hypersensitivity,Acute or chronic liver disease,Coadministration with drugs metabolized by CYP3A4","Many CYP3A4 interactions,QT-prolonging drugs,Warfarin,Cyclosporine",true,"Hepatotoxicity can be fatal. QT prolongation. Adrenal insufficiency. Only use when other antifungals not available or tolerated. Reserved for serious infections.",Nausea|Vomiting|Abdominal pain|Pruritus,Hepatotoxicity|QT prolongation|Adrenal insufficiency|Gynecomastia,Low cost,Fluconazole|Itraconazole,ketoconazole nizoral hepatotoxic qt prolongation adrenal
Griseofulvin,"Fulcin,Grisovin","Griseofulvin 500mg",true,A4-9021,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Antifungal,Antimitotic Antifungal,Disrupts fungal cell mitosis,true,false,true,LFTs CBC,90,false,none,yes,C,false,"Hypersensitivity,Severe liver disease,Porphyria,Pregnancy","Warfarin,Oral contraceptives,Cyclosporine,Alcohol",,Headache|Nausea|Diarrhea|Fatigue|Photosensitivity,Hepatotoxicity|Granulocytopenia|Photosensitivity reactions|Lupus-like syndrome,Low cost,Terbinafine|Itraconazole,griseofulvin antifungal dermatophyte tinea ringworm
Levothyroxine,"Synthroid,Eltroxin,Euthyrox","Levothyroxine 100mcg",true,A4-9022,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Hormone,Thyroid Hormone,Synthetic T4 - replaces endogenous thyroid hormone,true,false,true,TSH T4,ongoing,true,none,no,A,false,"Uncorrected adrenal insufficiency,Acute MI,Thyrotoxicosis","Warfarin,Insulin,Oral hypoglycemics,Cholestyramine,Iron,Calcium",,Initially none (if properly dosed),Cardiac arrhythmias|Angina|MI|Osteoporosis|Adrenal crisis (if adrenal insufficiency present),Low cost generic,Liothyronine|Desiccated thyroid,levothyroxine synthroid thyroid hypothyroid t4 thyroxine
Liothyronine,"Cytomel,Tertroxin","Liothyronine 25mcg",true,A4-9023,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Hormone,Thyroid Hormone,Synthetic T3,true,false,true,TSH T3,ongoing,true,none,no,A,false,"Uncorrected adrenal insufficiency,Acute MI,Thyrotoxicosis","Similar to levothyroxine",,Palpitations|Tremor|Nervousness|Insomnia,Cardiac arrhythmias|Angina|Osteoporosis,Moderate to high cost,Levothyroxine|Combined T3/T4,liothyronine cytomel t3 thyroid triiodothyronine
Carbimazole,"Neo-Mercazole,Carbima","Carbimazole 5mg",true,A4-9024,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Hormone,Antithyroid Drug,Inhibits thyroid peroxidase - blocks thyroid hormone synthesis,true,false,true,TFTs CBC LFTs,180,true,none,no,D,false,"Hypersensitivity,Severe blood disorders","Warfarin,Digoxin,Theophylline",,Nausea|Headache|Arthralgia|Pruritus|Rash,Agranulocytosis|Aplastic anemia|Hepatotoxicity|Vasculitis,Low cost,Methimazole|Propylthiouracil,carbimazole antithyroid hyperthyroidism graves agranulocytosis
Prednisolone,"Predsol,Prelone","Prednisolone 5mg",true,A4-9025,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Hormone,Corticosteroid,Anti-inflammatory and immunosuppressive,true,false,true,Blood glucose blood pressure bone density,14,true,none,yes,C,false,"Systemic fungal infections,Live vaccines in immunocompromised","NSAIDs,Warfarin,Insulin,CYP3A4 inducers",,Increased appetite|Weight gain|Insomnia|Mood changes|Hyperglycemia,Adrenal suppression|Osteoporosis|Peptic ulcer|Hypertension|Diabetes|Infections|Cataracts|Glaucoma,Very low cost,Prednisone|Methylprednisolone|Dexamethasone,prednisolone corticosteroid steroid anti-inflammatory immunosuppression
Prednisone,"Deltasone,Meticorten","Prednisone 5mg",true,A4-9026,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Hormone,Corticosteroid,Prodrug converted to prednisolone,true,false,true,Blood glucose blood pressure,14,true,none,yes,C,false,"Systemic fungal infections,Live vaccines","NSAIDs,Warfarin,Antidiabetic agents",,Similar to prednisolone,Similar to prednisolone,Very low cost,Prednisolone|Methylprednisolone,prednisone corticosteroid steroid anti-inflammatory
Methylprednisolone,"Medrol,Solu-Medrol","Methylprednisolone 4mg",true,A4-9027,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Hormone,Corticosteroid,Potent anti-inflammatory corticosteroid,true,false,true,Blood glucose blood pressure,7,true,none,yes,C,false,"Systemic fungal infections,Concurrent live vaccines","Similar to prednisone",,Similar to prednisolone,Similar to prednisolone,Low cost,Prednisolone|Dexamethasone,methylprednisolone medrol solumedrol corticosteroid steroid
Dexamethasone,"Decadron,Dexasone","Dexamethasone 0.5mg",true,A4-9028,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Hormone,Corticosteroid,Long-acting potent corticosteroid,true,false,true,Blood glucose blood pressure,variable,true,none,yes,C,false,"Systemic fungal infections,Cerebral malaria","CYP3A4 inducers/inhibitors,NSAIDs,Warfarin",,Similar to prednisolone,Similar to prednisolone|Increased mineralocorticoid effects,Low cost,Prednisolone|Methylprednisolone,dexamethasone decadron corticosteroid steroid long-acting potent
Hydrocortisone,"Cortef,Hydrocort","Hydrocortisone 10mg",true,A4-9029,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Hormone,Corticosteroid,Physiologic corticosteroid - both glucocorticoid and mineralocorticoid,true,false,true,Blood pressure electrolytes,ongoing,true,none,yes,C,false,"Systemic fungal infections","Similar to other corticosteroids",,Similar to prednisolone,Similar to prednisolone,Low cost,Prednisolone|Cortisone,hydrocortisone cortef corticosteroid adrenal insufficiency addison
Fludrocortisone,"Florinef","Fludrocortisone 0.1mg",true,A4-9030,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Hormone,Mineralocorticoid,Synthetic mineralocorticoid,true,false,true,Blood pressure electrolytes,ongoing,true,none,no,C,false,"Systemic fungal infections,Hypertension","NSAIDs,Amphotericin B,Potassium-depleting diuretics",,Hypertension|Edema|Hypokalemia|Headache,Heart failure|Hypertension crisis|Severe hypokalemia,Moderate cost,Hydrocortisone (partial mineralocorticoid activity),fludrocortisone florinef mineralocorticoid addison postural hypotension
Testosterone,"Sustanon,Testogel,Androgel","Testosterone 250mg/mL",true,A4-9031,schedule_4,,schedule_3,class_c,false,true,true,true,3,true,Hormone,Androgen,Synthetic testosterone,true,false,true,PSA hematocrit lipids,ongoing,true,moderate,yes,X,false,"Breast or prostate cancer,Pregnancy,Serious cardiac liver or kidney disease","Oral anticoagulants,Insulin,Corticosteroids",,Acne|Gynecomastia|Sleep apnea|Increased hematocrit|Fluid retention,Cardiovascular events|Stroke|Prostate cancer|Polycythemia|Hepatotoxicity|Priapism,Moderate to high cost,Transdermal testosterone|Testosterone enanthate,testosterone androgen trt hypogonadism controlled
Ethinyl Estradiol,"Various combinations","Ethinyl Estradiol 30mcg",true,A4-9032,unscheduled,,not_scheduled,not_controlled,false,false,true,false,2,false,Hormone,Estrogen,Synthetic estrogen component of contraceptives,false,false,false,,ongoing,true,none,yes,X,false,"Thromboembolism history,Breast cancer,Undiagnosed vaginal bleeding,Pregnancy,Smoking >35 years,Migraines with aura","Anticonvulsants,Rifampin,St John's Wort",true,"Increased risk of serious cardiovascular events including thromboembolism stroke and MI especially in smokers over 35. Increased risk of breast and cervical cancer.",Nausea|Breast tenderness|Headache|Mood changes|Weight gain,Thromboembolism|Stroke|MI|Hypertension|Gallbladder disease|Hepatic adenoma|Cervical cancer,Low cost,Progestogen-only pills|Norethisterone,ethinyl estradiol estrogen contraceptive combined pill thromboembolism
Levonorgestrel,"Postinor,Plan B,Mirena","Levonorgestrel 1.5mg",true,A4-9033,unscheduled,,not_scheduled,not_controlled,true,false,false,false,1,false,Hormone,Progestogen,Synthetic progestogen,false,false,false,,1,false,none,no,X,false,"Pregnancy,Undiagnosed vaginal bleeding","CYP3A4 inducers (reduced efficacy)",,Nausea|Irregular bleeding|Headache|Fatigue,Ectopic pregnancy|Ovarian cysts|Thromboembolism (rare),Low cost,Ulipristal acetate|Copper IUD,levonorgestrel postinor plan b emergency contraception progestogen
Medroxyprogesterone,"Depo-Provera,Provera","Medroxyprogesterone 150mg/mL",true,A4-9034,unscheduled,,not_scheduled,not_controlled,true,false,true,false,2,false,Hormone,Progestogen,Synthetic progestogen,true,false,true,Bone density,90,true,none,yes,X,false,"Pregnancy,Breast cancer,Undiagnosed vaginal bleeding,Severe liver disease,Thromboembolism","Aminoglutethimide,CYP3A4 inducers",true,"Significant loss of bone mineral density with prolonged use. Loss may not be completely reversible. Contraceptive injection associated with increased risk of meningioma.",Irregular bleeding|Weight gain|Headache|Mood changes|Abdominal pain,Bone loss|Osteoporosis|Meningioma|Thromboembolism|Anaphylaxis,Low cost,Norethisterone|Levonorgestrel IUD,medroxyprogesterone depo-provera progestogen contraceptive injection bone loss
Norethisterone,"Primolut N,Norethindrone","Norethisterone 5mg",true,A4-9035,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Hormone,Progestogen,Synthetic progestogen,false,false,false,,14,false,none,yes,X,false,"Pregnancy,Breast cancer,Undiagnosed vaginal bleeding,Severe liver disease,Thromboembolism","CYP3A4 inducers,Warfarin",,Nausea|Headache|Breast tenderness|Mood changes|Irregular bleeding,Thromboembolism|Hepatic dysfunction|Cholestatic jaundice,Low cost,Medroxyprogesterone|Levonorgestrel,norethisterone primolut progestogen contraceptive menstrual
Estradiol,"Estrofem,Climara,Estraderm","Estradiol 2mg",true,A4-9036,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Hormone,Estrogen,Natural estrogen,false,false,false,,ongoing,true,none,yes,X,false,"Breast cancer,Endometrial cancer,Thromboembolism,Undiagnosed vaginal bleeding,Pregnancy","Warfarin,Corticosteroids,Thyroid hormones",,Breast tenderness|Nausea|Headache|Fluid retention,Thromboembolism|Stroke|MI|Breast cancer|Endometrial cancer|Gallbladder disease,Low to moderate cost,Conjugated estrogens|Estradiol valerate,estradiol estrogen hrt menopause hormone replacement
Bromocriptine,"Parlodel,Bromocript","Bromocriptine 2.5mg",true,A4-9037,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Hormone,Dopamine Agonist,Dopamine D2 receptor agonist - inhibits prolactin,false,false,false,,60,true,none,no,B,false,"Hypersensitivity,Uncontrolled hypertension,Severe cardiovascular disease","Antipsychotics,Metoclopramide,Domperidone,Ergot alkaloids",,Nausea|Headache|Dizziness|Fatigue|Constipation,Psychiatric symptoms|Fibrotic complications|Cardiac valvulopathy|Hypertension|Stroke,Low cost,Cabergoline|Quinagolide,bromocriptine parlodel dopamine agonist prolactin parkinson hyperprolactinemia
Cabergoline,"Dostinex,Cabaser","Cabergoline 0.5mg",true,A4-9038,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Hormone,Dopamine Agonist,Long-acting dopamine D2 receptor agonist,true,false,true,Prolactin levels cardiac valves,90,true,none,no,B,false,"Hypersensitivity,Cardiac valvular disease,Uncontrolled hypertension","Antipsychotics,Metoclopramide,CYP450 inhibitors",,Nausea|Headache|Dizziness|Constipation|Fatigue,Cardiac valvulopathy|Fibrotic reactions|Psychosis|Impulse control disorders,Moderate to high cost,Bromocriptine,cabergoline dostinex dopamine agonist prolactin hyperprolactinemia parkinson
