generic_name,brand_names,active_ingredients,nafdac_approved,nafdac_registration_number,nafdac_schedule,requires_special_prescription,us_dea_schedule,uk_controlled_drug_class,who_essential_medicine,refrigeration_required,black_box_warning,requires_physician_only,prescribing_level,is_controlled,therapeutic_class,pharmacological_class,mechanism_of_action,requires_monitoring,requires_pregnancy_test,requires_baseline_tests,monitoring_type,typical_treatment_duration_days,long_term_therapy,abuse_potential,teratogenic,pregnancy_category,requires_contraception,major_contraindications,major_interactions,black_box_warning_text,common_side_effects,serious_adverse_effects,cost_considerations,alternative_medications,search_keywords
Loperamide,"Imodium,Lopex","Loperamide 2mg",true,A4-7011,unscheduled,,not_scheduled,not_controlled,true,false,false,false,1,false,Gastrointestinal,Antidiarrheal,Opioid receptor agonist in GI tract - slows motility,false,false,false,,3,false,low,no,B,false,"Acute ulcerative colitis,Pseudomembranous colitis,Acute bacterial enterocolitis","Ritonavir,Quinidine,P-glycoprotein inhibitors",,Constipation|Dizziness|Nausea,Paralytic ileus|Toxic megacolon|Cardiac arrhythmias with high doses,Low cost generic,Diphenoxylate|Bismuth subsalicylate|Oral rehydration,loperamide imodium antidiarrheal diarrhea opioid motility
Bisacodyl,"Dulcolax,Bisalax","Bisacodyl 5mg",true,A4-7012,unscheduled,,not_scheduled,not_controlled,true,false,false,false,1,false,Gastrointestinal,Stimulant Laxative,Stimulates colonic peristalsis,false,false,false,,3,false,none,no,B,false,"Intestinal obstruction,Acute inflammatory bowel disease,Severe dehydration,Appendicitis",None significant,,Abdominal cramps|Diarrhea|Nausea,Electrolyte imbalance with chronic use|Dependency,Very low cost,Senna|Lactulose|Polyethylene glycol,bisacodyl dulcolax laxative stimulant constipation bowel
Senna,"Senokot,Senalax","Sennosides 8.6mg",true,A4-7013,unscheduled,,not_scheduled,not_controlled,true,false,false,false,1,false,Gastrointestinal,Stimulant Laxative,Increases colonic motility,false,false,false,,3,false,none,no,C,false,"Intestinal obstruction,Crohn disease,Ulcerative colitis,Appendicitis",None significant,,Abdominal cramps|Diarrhea|Discoloration of urine,Electrolyte disturbances|Melanosis coli|Dependency,Very low cost,Bisacodyl|Lactulose,senna senokot laxative stimulant constipation herbal
Lactulose,"Duphalac,Lactulac","Lactulose 10g/15mL",true,A4-7014,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Gastrointestinal,Osmotic Laxative,Osmotic effect + acidifies colon - reduces ammonia absorption,false,false,false,,ongoing,true,none,no,B,false,"Galactosemia,Intestinal obstruction",Antacids|Neomycin,,Flatulence|Abdominal cramps|Diarrhea|Nausea,Electrolyte imbalance with excessive use,Low cost,Polyethylene glycol|Bisacodyl|Senna,lactulose duphalac osmotic laxative constipation hepatic encephalopathy
Mesalazine,"Asacol,Pentasa,Salofalk","Mesalazine 500mg",true,A4-7015,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Gastrointestinal,Aminosalicylate,Local anti-inflammatory action in GI mucosa,true,false,true,Renal function,90,true,none,no,B,false,"Hypersensitivity to salicylates,Severe renal or hepatic impairment","Azathioprine,6-Mercaptopurine,Warfarin",,Nausea|Headache|Abdominal pain|Diarrhea,Renal impairment|Pancreatitis|Blood dyscrasias|Hepatitis|Pericarditis,Moderate to high cost,Sulfasalazine|Corticosteroids,mesalazine asacol pentasa inflammatory bowel disease ulcerative colitis crohns
Salbutamol,"Ventolin,Albuterol","Salbutamol 100mcg/dose",true,A4-7016,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Respiratory,Beta-2 Agonist,Selective beta-2 adrenergic agonist - bronchodilation,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity","Beta-blockers,Digoxin,Diuretics",,Tremor|Tachycardia|Palpitations|Headache,Hypokalemia|Paradoxical bronchospasm|Arrhythmias,Low cost generic,Terbutaline|Formoterol|Salmeterol,salbutamol ventolin albuterol beta agonist bronchodilator asthma copd inhaler
Terbutaline,"Bricanyl,Brethine","Terbutaline 2.5mg",true,A4-7017,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Respiratory,Beta-2 Agonist,Selective beta-2 adrenergic agonist,false,false,false,,ongoing,true,none,no,B,false,"Hypersensitivity","Beta-blockers,MAOIs,Tricyclic antidepressants",,Tremor|Tachycardia|Palpitations|Nervousness,Hypokalemia|Cardiac arrhythmias,Low cost,Salbutamol|Formoterol,terbutaline bricanyl beta agonist bronchodilator asthma
Ipratropium,"Atrovent,Ipravent","Ipratropium 20mcg/dose",true,A4-7018,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Respiratory,Anticholinergic,Muscarinic antagonist - bronchodilation,false,false,false,,ongoing,true,none,no,B,false,"Hypersensitivity to atropine,Narrow-angle glaucoma","Other anticholinergics",,Dry mouth|Cough|Headache,Paradoxical bronchospasm|Urinary retention|Glaucoma exacerbation,Moderate cost,Tiotropium|Salbutamol,ipratropium atrovent anticholinergic bronchodilator copd asthma
Tiotropium,"Spiriva,Tiotrop","Tiotropium 18mcg",true,A4-7019,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Respiratory,Anticholinergic,Long-acting muscarinic antagonist,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity,Narrow-angle glaucoma,Urinary retention","Other anticholinergics",,Dry mouth|Constipation|Urinary difficulty,Urinary retention|Glaucoma|Paradoxical bronchospasm,Moderate to high cost,Ipratropium|Aclidinium,tiotropium spiriva anticholinergic bronchodilator copd long-acting
Beclometasone,"Qvar,Beclovent,Clenil","Beclometasone 100mcg/dose",true,A4-7020,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Respiratory,Inhaled Corticosteroid,Anti-inflammatory - suppresses airway inflammation,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity,Untreated fungal/bacterial/viral respiratory infections",None significant,,Oral thrush|Hoarseness|Cough,Adrenal suppression with high doses|Osteoporosis|Growth retardation in children,Low cost generic,Budesonide|Fluticasone,beclometasone inhaled corticosteroid steroid asthma inflammation
Budesonide,"Pulmicort,Budecort","Budesonide 200mcg/dose",true,A4-7021,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Respiratory,Inhaled Corticosteroid,Anti-inflammatory corticosteroid,false,false,false,,ongoing,true,none,no,B,false,"Hypersensitivity,Untreated respiratory infections",None significant,,Oral thrush|Hoarseness|Throat irritation,Adrenal suppression|Osteoporosis|Cataracts,Moderate cost,Beclometasone|Fluticasone,budesonide pulmicort inhaled corticosteroid steroid asthma
Fluticasone,"Flovent,Flixotide","Fluticasone 125mcg/dose",true,A4-7022,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Respiratory,Inhaled Corticosteroid,Potent anti-inflammatory corticosteroid,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity,Untreated respiratory infections","Ritonavir,Ketoconazole",,Oral thrush|Hoarseness|Dysphonia,Adrenal suppression|Pneumonia (COPD patients)|Growth retardation,Moderate to high cost,Beclometasone|Budesonide,fluticasone flovent flixotide inhaled corticosteroid steroid asthma
Fluticasone/Salmeterol,"Seretide,Advair","Fluticasone 125mcg + Salmeterol 25mcg",true,A4-7023,unscheduled,,not_scheduled,not_controlled,false,false,true,true,3,false,Respiratory,Combination Inhaler,ICS + LABA - anti-inflammatory + bronchodilation,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity,Untreated respiratory infections,Acute bronchospasm","Beta-blockers,Ritonavir,Ketoconazole",true,"Increased risk of asthma-related death with LABAs. Should only be used when disease not adequately controlled on ICS alone or when severity clearly warrants initiation with both.",Oral thrush|Hoarseness|Headache|Tremor|Tachycardia,Pneumonia|Adrenal suppression|Cardiovascular effects|Paradoxical bronchospasm,High cost,Budesonide/Formoterol|Separate ICS and LABA,seretide advair fluticasone salmeterol combination inhaler asthma copd
Salbutamol/Ipratropium,"Combivent,Duolin","Salbutamol 100mcg + Ipratropium 20mcg",true,A4-7024,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Respiratory,Combination Bronchodilator,Beta-2 agonist + anticholinergic,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity","Beta-blockers,Anticholinergics",,Tremor|Dry mouth|Headache|Cough,Paradoxical bronchospasm|Arrhythmias|Urinary retention,Moderate cost,Separate Salbutamol and Ipratropium,combivent duolin salbutamol ipratropium combination bronchodilator copd
Cetirizine,"Zyrtec,Cetrine","Cetirizine 10mg",true,A4-7025,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Respiratory,Antihistamine (2nd Generation),Selective H1 receptor antagonist,false,false,false,,ongoing,true,none,no,B,false,"Hypersensitivity,End-stage renal disease","CNS depressants,Theophylline",,Drowsiness|Fatigue|Dry mouth|Headache,Rarely - seizures|Hepatitis,Low cost generic,Loratadine|Fexofenadine|Chlorpheniramine,cetirizine zyrtec antihistamine allergy allergic rhinitis urticaria
Loratadine,"Claritin,Lorano","Loratadine 10mg",true,A4-7026,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Respiratory,Antihistamine (2nd Generation),Selective H1 receptor antagonist,false,false,false,,ongoing,true,none,no,B,false,"Hypersensitivity","Ketoconazole,Erythromycin,Cimetidine",,Headache|Drowsiness|Dry mouth|Fatigue,Rarely - hepatic dysfunction|Seizures,Low cost generic,Cetirizine|Fexofenadine,loratadine claritin antihistamine allergy allergic rhinitis non-sedating
Fexofenadine,"Allegra,Fexo","Fexofenadine 120mg",true,A4-7027,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Respiratory,Antihistamine (2nd Generation),Selective H1 receptor antagonist - non-sedating,false,false,false,,ongoing,true,none,no,C,false,"Hypersensitivity","Erythromycin,Ketoconazole (increase fexofenadine levels)",,Headache|Nausea|Dizziness,Rare - hypersensitivity reactions,Moderate cost,Loratadine|Cetirizine,fexofenadine allegra antihistamine allergy non-sedating allergic rhinitis
Chlorpheniramine,"Piriton,Chloramine","Chlorpheniramine 4mg",true,A4-7028,unscheduled,,not_scheduled,not_controlled,true,false,false,false,1,false,Respiratory,Antihistamine (1st Generation),H1 receptor antagonist with anticholinergic effects,false,false,false,,7,false,none,no,B,false,"Hypersensitivity,Acute asthma attack,MAOIs use","MAOIs,CNS depressants,Alcohol,Anticholinergics",,Drowsiness|Dry mouth|Blurred vision|Urinary retention,Confusion in elderly|Acute angle-closure glaucoma|Seizures,Very low cost,Cetirizine|Loratadine|Promethazine,chlorpheniramine piriton antihistamine allergy sedating first generation
Promethazine,"Phenergan,Avomine","Promethazine 25mg",true,A4-7029,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Respiratory,Antihistamine/Antiemetic,H1 antagonist with anticholinergic and sedative effects,false,false,false,,7,false,none,no,C,false,"Children under 2 years,Coma,CNS depression,Bone marrow depression","MAOIs,CNS depressants,Alcohol,Anticholinergics",,Sedation|Dry mouth|Blurred vision|Confusion,Respiratory depression (especially children)|Neuroleptic malignant syndrome|Tissue necrosis (IV extravasation),Low cost,Chlorpheniramine|Metoclopramide|Ondansetron,promethazine phenergan antihistamine sedating antiemetic nausea
Guaifenesin,"Mucinex,Robitussin","Guaifenesin 200mg",true,A4-7030,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Respiratory,Expectorant,Increases respiratory tract fluid - thins mucus,false,false,false,,7,false,none,no,C,false,"Hypersensitivity,Persistent cough with excessive secretions",None significant,,Nausea|Vomiting|Dizziness|Headache|Rash,Rare - hypersensitivity reactions,Low cost,Bromhexine|Ambroxol|Acetylcysteine,guaifenesin mucinex expectorant cough mucus phlegm
Bromhexine,"Bisolvon,Mucolyt","Bromhexine 8mg",true,A4-7031,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Respiratory,Mucolytic,Reduces mucus viscosity - increases secretion,false,false,false,,7,false,none,no,A,false,"Hypersensitivity,Peptic ulcer",None significant,,Nausea|Vomiting|Diarrhea|Dizziness,Rarely - skin reactions|Bronchospasm,Low cost,Ambroxol|Acetylcysteine|Guaifenesin,bromhexine bisolvon mucolytic expectorant cough mucus
Ambroxol,"Mucosolvan,Mucol","Ambroxol 30mg",true,A4-7032,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Respiratory,Mucolytic/Expectorant,Metabolite of bromhexine - increases mucus secretion,false,false,false,,7,false,none,no,C,false,"Hypersensitivity,Peptic ulcer,First trimester pregnancy",None significant,,Nausea|Heartburn|Diarrhea|Rash,Rarely - severe skin reactions (Stevens-Johnson syndrome),Low cost,Bromhexine|Acetylcysteine,ambroxol mucosolvan mucolytic expectorant cough mucus
Acetylcysteine,"Mucomyst,NAC,Fluimucil","Acetylcysteine 600mg",true,A4-7033,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Respiratory,Mucolytic,Reduces disulfide bonds in mucus - liquefies secretions,false,false,false,,7,false,none,no,B,false,"Hypersensitivity","Nitroglycerin (increases hypotensive effect),Antibiotics",,Nausea|Vomiting|Stomatitis|Rhinorrhea,Bronchospasm|Anaphylaxis|Severe skin reactions,Low to moderate cost,Bromhexine|Ambroxol,acetylcysteine nac mucomyst mucolytic expectorant cough mucus paracetamol overdose
Montelukast,"Singulair,Montek","Montelukast 10mg",true,A4-7034,unscheduled,,not_scheduled,not_controlled,false,false,true,false,2,false,Respiratory,Leukotriene Receptor Antagonist,Blocks leukotriene D4 receptors - reduces inflammation,false,false,false,,ongoing,true,none,no,B,false,"Hypersensitivity","Phenobarbital,Rifampin (reduce montelukast levels)",true,"Serious neuropsychiatric events including agitation depression sleep disorders suicidal thoughts and behavior. Monitor for behavioral changes depression and suicidality.",Headache|Abdominal pain|Cough|Dental pain,Neuropsychiatric events (agitation|depression|suicidal ideation)|Eosinophilic granulomatosis with polyangiitis|Hepatic dysfunction,Moderate cost,Inhaled corticosteroids|Zafirlukast,montelukast singulair leukotriene asthma allergic rhinitis
Prochlorperazine,"Stemetil,Compazine","Prochlorperazine 5mg",true,A4-7035,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Gastrointestinal,Antiemetic/Antipsychotic,Dopamine D2 receptor antagonist,false,false,false,,3,false,none,no,C,false,"CNS depression,Coma,Bone marrow depression,Children under 2 years,Parkinson disease","CNS depressants,Anticholinergics,Levodopa",,Drowsiness|Dry mouth|Blurred vision|Constipation,Extrapyramidal symptoms|Tardive dyskinesia|Neuroleptic malignant syndrome|Hypotension,Low cost,Metoclopramide|Ondansetron|Domperidone,prochlorperazine stemetil compazine antiemetic antipsychotic phenothiazine nausea vomiting vertigo
Polyethylene Glycol 3350,"Miralax,Movicol,Laxido","Polyethylene Glycol 17g",true,A4-7036,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Gastrointestinal,Osmotic Laxative,Osmotic effect - retains water in stool,false,false,false,,3,false,none,no,C,false,"Bowel obstruction,Toxic colitis,Megacolon,Perforation,Gastric retention",None significant,,Flatulence|Abdominal bloating|Nausea|Cramping,Electrolyte imbalance (rare with recommended doses)|Aspiration,Moderate cost,Lactulose|Bisacodyl|Senna,polyethylene glycol peg miralax movicol osmotic laxative constipation
Hyoscine Butylbromide,"Buscopan,Scopan","Hyoscine Butylbromide 10mg",true,A4-7037,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Gastrointestinal,Antispasmodic,Anticholinergic - smooth muscle relaxant,false,false,false,,3,false,none,no,C,false,"Glaucoma,Myasthenia gravis,Megacolon,Tachycardia,Urinary retention,Prostatic enlargement","Anticholinergics,Metoclopramide,Domperidone",,Dry mouth|Blurred vision|Constipation|Urinary retention,Tachycardia|Glaucoma exacerbation|Urinary retention,Low cost,Mebeverine|Dicyclomine,hyoscine buscopan scopolamine antispasmodic abdominal pain cramps ibs
