generic_name,brand_names,active_ingredients,nafdac_approved,nafdac_registration_number,nafdac_schedule,requires_special_prescription,us_dea_schedule,uk_controlled_drug_class,who_essential_medicine,refrigeration_required,black_box_warning,requires_physician_only,prescribing_level,is_controlled,therapeutic_class,pharmacological_class,mechanism_of_action,requires_monitoring,requires_pregnancy_test,requires_baseline_tests,monitoring_type,typical_treatment_duration_days,long_term_therapy,abuse_potential,teratogenic,pregnancy_category,requires_contraception,major_contraindications,major_interactions,black_box_warning_text,common_side_effects,serious_adverse_effects,cost_considerations,alternative_medications,search_keywords
Tranexamic Acid,"Cyklokapron,Lysteda","Tranexamic Acid 500mg",true,A4-9111,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Hematology,Antifibrinolytic,Inhibits plasminogen activation,true,false,false,Renal function,7,false,none,no,B,false,"Active thromboembolic disease,History of thrombosis,Subarachnoid hemorrhage,Color vision defects","Hormonal contraceptives,Factor IX complex concentrates,Tretinoin",,Nausea|Vomiting|Diarrhea|Abdominal pain,Thromboembolism|Seizures|Visual disturbances|Hypotension,Low to moderate cost,Aminocaproic acid|Aprotinin,tranexamic acid cyklokapron antifibrinolytic bleeding menorrhagia
Aminocaproic Acid,"Amicar","Aminocaproic Acid 500mg",true,A4-9112,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Hematology,Antifibrinolytic,Inhibits plasminogen activators,true,false,false,Renal function,7,false,none,no,C,false,"DIC without heparin,Thrombophilia,Hypersensitivity","Estrogens,Factor IX complex,Tretinoin",,Nausea|Diarrhea|Dizziness|Hypotension|Muscle weakness,Thromboembolism|Rhabdomyolysis|Renal failure|Cardiac arrhythmias,Low cost,Tranexamic acid,aminocaproic acid amicar antifibrinolytic bleeding hyperfibrinolysis
Desmopressin,"DDAVP,Minirin","Desmopressin 0.1mg",true,A4-9113,unscheduled,,not_scheduled,not_controlled,true,true,false,true,3,false,Hematology,Synthetic Vasopressin Analog,Increases factor VIII and von Willebrand factor release,true,false,true,Sodium levels fluid balance,1,false,none,no,B,false,"Hyponatremia,Polydipsia,Heart failure,Renal impairment,SIADH","Carbamazepine,Chlorpromazine,NSAIDs,SSRIs",,Headache|Nausea|Facial flushing|Hypertension,Hyponatremia|Water intoxication|Seizures|Thrombosis,Moderate cost,Tranexamic acid|Factor VIII concentrate,desmopressin ddavp vasopressin analog hemophilia von willebrand diabetes insipidus
Protamine,"Protamine Sulfate","Protamine 10mg/mL",true,A4-9114,unscheduled,,not_scheduled,not_controlled,true,false,false,true,4,false,Hematology,Heparin Antagonist,Binds and neutralizes heparin,true,false,false,aPTT ACT,1,false,none,no,C,false,"Hypersensitivity","None significant",,Hypotension|Bradycardia|Dyspnea|Nausea,Anaphylaxis|Severe hypotension|Pulmonary hypertension|Pulmonary edema|Catastrophic reactions,Moderate cost,None (specific antidote for heparin),protamine heparin reversal antidote neutralization
Vitamin K (Phytomenadione),"Konakion,AquaMEPHYTON","Phytomenadione 10mg",true,A4-9115,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Hematology,Vitamin,Essential for synthesis of clotting factors,false,false,false,,3,false,none,no,C,false,"Hypersensitivity","Warfarin",,Pain at injection site|Flushing,Anaphylaxis (IV route)|Hyperbilirubinemia in neonates,Low cost,Fresh frozen plasma|Prothrombin complex concentrate,vitamin k phytomenadione warfarin reversal coagulation bleeding
Epinephrine,"Adrenaline,EpiPen","Epinephrine 1mg/mL",true,A4-9116,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Emergency,Catecholamine,Alpha and beta adrenergic agonist,true,false,false,Cardiac monitoring BP,1,false,none,no,C,false,"Concurrent use with other sympathomimetics","Beta-blockers,MAOIs,Tricyclic antidepressants,Ergot alkaloids",,Anxiety|Tremor|Palpitations|Headache,Ventricular arrhythmias|Hypertension|Cerebral hemorrhage|Pulmonary edema|MI,Low cost,Norepinephrine (for specific indications),epinephrine adrenaline anaphylaxis cardiac arrest vasoconstrictor
Norepinephrine,"Levophed,Noradrenaline","Norepinephrine 1mg/mL",true,A4-9117,unscheduled,,not_scheduled,not_controlled,true,false,true,true,4,false,Emergency,Catecholamine,Alpha and beta-1 adrenergic agonist,true,false,false,Cardiac monitoring BP,variable,false,none,no,C,false,"Hypotension from hypovolemia (without fluid replacement),Mesenteric or peripheral vascular thrombosis","Beta-blockers,MAOIs,Tricyclic antidepressants",true,"Extravasation causes severe tissue necrosis. Treat extravasation immediately with phentolamine. Continuous cardiac and blood pressure monitoring essential.",Anxiety|Headache|Bradycardia reflex,Tissue necrosis (extravasation)|Severe hypertension|Arrhythmias|Gangrene of extremities,Low cost,Dopamine|Vasopressin|Epinephrine,norepinephrine levophed vasopressor shock extravasation
Dopamine,"Intropin,Dopacard","Dopamine 200mg/5mL",true,A4-9118,unscheduled,,not_scheduled,not_controlled,true,false,true,true,4,false,Emergency,Catecholamine,Dose-dependent dopaminergic alpha and beta effects,true,false,false,Cardiac monitoring BP urine output,variable,false,none,no,C,false,"Pheochromocytoma,Uncorrected tachyarrhythmias,Ventricular fibrillation","MAOIs,Ergot alkaloids,Phenytoin,Beta-blockers",true,"Extravasation causes tissue necrosis. Treat immediately with phentolamine. May cause gangrene of digits or limbs in hypovolemic patients. Can precipitate arrhythmias.",Tachycardia|Hypertension|Headache|Nausea|Vasoconstriction,Tissue necrosis|Gangrene|Ventricular arrhythmias|Severe hypertension,Low cost,Norepinephrine|Dobutamine,dopamine vasopressor shock extravasation inotrope
Dobutamine,"Dobutrex","Dobutamine 250mg/20mL",true,A4-9119,unscheduled,,not_scheduled,not_controlled,false,false,false,true,4,false,Emergency,Catecholamine,Beta-1 selective adrenergic agonist,true,false,false,Cardiac monitoring BP,variable,false,none,no,B,false,"Idiopathic hypertrophic subaortic stenosis,Hypersensitivity","Beta-blockers,General anesthetics",,Increased heart rate|Increased BP|Ventricular ectopic activity|Headache,Ventricular arrhythmias|MI|Hypotension (in hypovolemia)|Tissue necrosis (extravasation),Moderate cost,Milrinone|Dopamine,dobutamine inotrope heart failure cardiogenic shock
Vasopressin,"Pitressin,ADH","Vasopressin 20 units/mL",true,A4-9120,unscheduled,,not_scheduled,not_controlled,false,false,false,true,4,false,Emergency,Vasopressor,V1 receptor agonist - vasoconstriction,true,false,false,Cardiac monitoring BP,variable,false,none,no,C,false,"Chronic nephritis with nitrogen retention,Anaphylaxis to vasopressin","Ganglionic blocking agents,Drugs prolonging QT",,Tremor|Sweating|Nausea|Abdominal cramps|Pallor,Cardiac arrhythmias|Myocardial ischemia|Gangrene|Hyponatremia|Water intoxication,Moderate cost,Norepinephrine|Terlipressin,vasopressin adh antidiuretic hormone septic shock gi bleeding
Atropine,"Atropen","Atropine 1mg",true,A4-9121,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Emergency,Anticholinergic,Muscarinic antagonist,true,false,false,Heart rate ECG,1,false,none,no,C,false,"Narrow-angle glaucoma,Myasthenia gravis,Obstructive uropathy,GI obstruction,Tachycardia","Anticholinergics,Antihistamines",,Dry mouth|Blurred vision|Tachycardia|Urinary retention|Constipation,Delirium|Hallucinations|Hyperthermia|Ventricular arrhythmias|Angle-closure glaucoma,Low cost,Glycopyrrolate,atropine anticholinergic antimuscarinic bradycardia organophosphate
Naloxone,"Narcan,Naloxone","Naloxone 0.4mg/mL",true,A4-9122,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Emergency,Opioid Antagonist,Competitive opioid receptor antagonist,true,false,false,Respiratory rate consciousness,1,false,none,no,B,false,"Hypersensitivity","None (but reverses opioid effects)",,Nausea|Vomiting|Tachycardia|Hypertension|Tremor|Sweating|Agitation,Acute withdrawal syndrome|Pulmonary edema|Cardiac arrhythmias|Seizures|Violent behavior,Low cost,None,naloxone narcan opioid reversal overdose respiratory depression
Flumazenil,"Anexate,Romazicon","Flumazenil 0.1mg/mL",true,A4-9123,unscheduled,,not_scheduled,not_controlled,false,false,false,true,4,false,Emergency,Benzodiazepine Antagonist,Competitive benzodiazepine receptor antagonist,true,false,false,Consciousness respiratory rate,1,false,none,no,C,false,"Hypersensitivity,Patients given benzodiazepines for control of potentially life-threatening condition,Signs of serious tricyclic antidepressant overdose","Benzodiazepines,Drugs metabolized by CYP450",,Nausea|Vomiting|Dizziness|Agitation|Headache,Seizures (especially in epileptic patients or mixed overdoses)|Withdrawal syndrome|Cardiac arrhythmias,High cost,Supportive care,flumazenil benzodiazepine reversal overdose antagonist seizure risk
Glucagon,"GlucaGen,Glucagon Emergency Kit","Glucagon 1mg",true,A4-9124,unscheduled,,not_scheduled,not_controlled,true,true,false,true,3,false,Emergency,Hyperglycemic Agent,Increases hepatic glucose output,false,false,false,,1,false,none,no,B,false,"Pheochromocytoma,Insulinoma,Hypersensitivity","Warfarin,Insulin",,Nausea|Vomiting|Hyperglycemia|Hypokalemia,Hypersensitivity reactions|Hypotension|Rebound hypoglycemia,High cost,IV dextrose,glucagon hypoglycemia beta-blocker overdose emergency kit
Activated Charcoal,"Actidose,CharcoAid","Activated Charcoal 25g",true,A4-9125,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Emergency,Antidote/Adsorbent,Adsorbs toxins in GI tract,false,false,false,,1,false,none,no,C,false,"Unprotected airway,GI obstruction/perforation,Corrosive ingestion,Hydrocarbons (unless toxic co-ingestant)","Oral antidotes (reduces efficacy),Sorbitol (increased risk of complications)",,Black stools|Constipation|Vomiting,Aspiration pneumonitis|Bowel obstruction|Intestinal perforation,Low cost,Gastric lavage (rarely used now)|Specific antidotes,activated charcoal poison overdose toxin adsorbent
Acetylcysteine,"Mucomyst,Parvolex,NAC","Acetylcysteine 200mg/mL",true,A4-9126,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Emergency,Antidote/Mucolytic,Provides cysteine for glutathione synthesis (paracetamol OD),true,false,true,LFTs INR paracetamol level,3,false,none,no,B,false,"Hypersensitivity (relative - can treat through reactions)","Nitroglycerin (potentiates hypotensive effect)",,Nausea|Vomiting|Rash|Flushing|Pruritus,Anaphylactoid reactions|Bronchospasm|Angioedema|Severe hypotension,Low to moderate cost,Methionine (less effective),acetylcysteine nac mucomyst paracetamol acetaminophen overdose antidote
Methotrexate,"Rheumatrex,Trexall","Methotrexate 2.5mg",true,A4-9127,unscheduled,,not_scheduled,not_controlled,true,false,true,true,4,false,Immunology,Antifolate/Immunosuppressant,Inhibits dihydrofolate reductase,true,true,true,CBC LFTs renal function MTX levels,90,true,none,yes,X,true,"Pregnancy,Breastfeeding,Alcoholism,Chronic liver disease,Immunodeficiency,Blood dyscrasias,Hypersensitivity","NSAIDs,Trimethoprim,Proton pump inhibitors,Penicillins,Salicylates",true,"Embryo-fetal toxicity and death. Severe and potentially fatal bone marrow suppression hepatotoxicity GI toxicity pulmonary toxicity renal toxicity and skin reactions. Requires careful monitoring.",Nausea|Mucositis|Diarrhea|Fatigue|Alopecia,Bone marrow suppression|Hepatotoxicity|Pulmonary fibrosis|Renal failure|Stevens-Johnson syndrome|Tumor lysis syndrome,Low cost but requires monitoring,Azathioprine|Mycophenolate|Leflunomide,methotrexate antifolate immunosuppressant rheumatoid arthritis psoriasis teratogenic
Azathioprine,"Imuran,Azoran","Azathioprine 50mg",true,A4-9128,unscheduled,,not_scheduled,not_controlled,true,false,true,true,4,false,Immunology,Immunosuppressant,Purine analog - inhibits DNA synthesis,true,true,true,CBC LFTs TPMT,ongoing,true,none,yes,D,false,"Hypersensitivity,Pregnancy,TPMT deficiency","Allopurinol,ACE inhibitors,Warfarin,Ribavirin",true,"Chronic immunosuppression increases risk of malignancy especially lymphoma and skin cancer. Hepatotoxicity. GI toxicity. Bone marrow suppression. Consider TPMT genotyping before initiation.",Nausea|Vomiting|Diarrhea|Bone marrow suppression,Lymphoma|Skin cancer|Hepatotoxicity|Pancreatitis|Infections|Bone marrow suppression,Low cost,Methotrexate|Mycophenolate|Cyclosporine,azathioprine imuran immunosuppressant purine analog malignancy tpmt
Cyclosporine,"Neoral,Sandimmune","Cyclosporine 100mg",true,A4-9129,unscheduled,,not_scheduled,not_controlled,true,false,true,true,4,false,Immunology,Calcineurin Inhibitor,Inhibits T-lymphocyte activation,true,false,true,Renal function BP cyclosporine levels,ongoing,true,none,no,C,false,"Hypersensitivity,Abnormal renal function,Uncontrolled hypertension,Malignancies","CYP3A4 inhibitors/inducers,NSAIDs,Statins,Grapefruit juice",true,"Increased susceptibility to infection and development of lymphoma and other malignancies especially of skin. Increased risk of nephrotoxicity. Requires therapeutic drug monitoring.",Nephrotoxicity|Hypertension|Tremor|Hirsutism|Gingival hyperplasia,Lymphoma|Malignancy|Renal failure|Hepatotoxicity|Seizures|Posterior reversible encephalopathy syndrome,High cost requires monitoring,Tacrolimus|Azathioprine,cyclosporine neoral calcineurin inhibitor immunosuppressant nephrotoxic tdm
Tacrolimus,"Prograf,Advagraf","Tacrolimus 1mg",true,A4-9130,unscheduled,,not_scheduled,not_controlled,true,false,true,true,4,false,Immunology,Calcineurin Inhibitor,Inhibits T-lymphocyte activation,true,true,true,Renal function glucose tacrolimus levels,ongoing,true,none,no,C,false,"Hypersensitivity","CYP3A4 inhibitors/inducers,Grapefruit juice,NSAIDs,Mycophenolate",true,"Increased susceptibility to infections and malignancies especially lymphoproliferative disorders and skin cancer. Neurotoxicity and nephrotoxicity. Post-transplant diabetes mellitus. Requires therapeutic drug monitoring.",Tremor|Headache|Nephrotoxicity|Hypertension|Hyperglycemia|Nausea,Lymphoma|Malignancy|Nephrotoxicity|Neurotoxicity|Posterior reversible encephalopathy syndrome|Diabetes,Very high cost requires monitoring,Cyclosporine|Sirolimus,tacrolimus prograf calcineurin inhibitor immunosuppressant tdm
Mycophenolate,"CellCept,Myfortic","Mycophenolate 500mg",true,A4-9131,unscheduled,,not_scheduled,not_controlled,false,false,true,true,4,false,Immunology,Immunosuppressant,Inhibits inosine monophosphate dehydrogenase,true,true,true,CBC pregnancy test,ongoing,true,none,yes,D,true,"Hypersensitivity,HGPRT deficiency,Pregnancy","Antacids,Proton pump inhibitors,Cholestyramine,Live vaccines",true,"Embryo-fetal toxicity including increased risk of first trimester pregnancy loss and congenital malformations. Lymphoma and other malignancies especially of skin. Progressive multifocal leukoencephalopathy.",Diarrhea|Nausea|Vomiting|Leukopenia,Lymphoma|Progressive multifocal leukoencephalopathy|Bone marrow suppression|GI perforation|Teratogenicity,High cost,Azathioprine|Cyclosporine,mycophenolate cellcept immunosuppressant transplant teratogenic pregnancy
Hydroxychloroquine,"Plaquenil,Hydroxychloroquine","Hydroxychloroquine 200mg",true,A4-9132,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Immunology,Antimalarial/DMARD,Modulates immune system - exact mechanism unknown,true,false,true,Ophthalmology exam,ongoing,true,none,no,C,false,"Retinopathy,Hypersensitivity,G6PD deficiency,Psoriasis,Porphyria","Digoxin,Insulin,Antidiabetic agents,Mefloquine",,Nausea|Headache|Dizziness|Abdominal pain|Rash,Retinopathy (irreversible)|Cardiomyopathy|QT prolongation|Hypoglycemia|Blood dyscrasias|Seizures,Low cost,Chloroquine|Methotrexate|Sulfasalazine,hydroxychloroquine plaquenil antimalarial dmard rheumatoid arthritis lupus retinopathy
Allopurinol,"Zyloprim,Zyloric","Allopurinol 100mg",true,A4-9133,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Musculoskeletal,Xanthine Oxidase Inhibitor,Inhibits xanthine oxidase - reduces uric acid production,true,false,true,Uric acid LFTs renal function,ongoing,true,none,no,C,false,"Hypersensitivity,HLA-B*5801 positive (if screening available - Asian populations)","Azathioprine,6-Mercaptopurine,Warfarin,Ampicillin",,Rash|Nausea|Diarrhea,Stevens-Johnson syndrome|Toxic epidermal necrolysis|Hypersensitivity syndrome|Hepatotoxicity|Bone marrow suppression,Very low cost,Febuxostat|Probenecid,allopurinol zyloprim xanthine oxidase gout hyperuricemia stevens-johnson hla
Febuxostat,"Uloric,Feburic","Febuxostat 80mg",true,A4-9134,unscheduled,,not_scheduled,not_controlled,false,false,true,true,3,false,Musculoskeletal,Xanthine Oxidase Inhibitor,Selective non-purine xanthine oxidase inhibitor,true,false,true,Uric acid LFTs,ongoing,true,none,no,C,false,"Hypersensitivity,Concurrent azathioprine or 6-mercaptopurine","Azathioprine,6-Mercaptopurine,Theophylline",true,"Cardiovascular death. Increased cardiovascular death compared to allopurinol in patients with established cardiovascular disease. Hepatotoxicity.",Nausea|Diarrhea|Headache|Rash|Arthralgia,Cardiovascular death|MI|Stroke|Hepatotoxicity|Hypersensitivity reactions,High cost,Allopurinol|Probenecid,febuxostat uloric xanthine oxidase gout cardiovascular death hepatotoxic
Colchicine,"Colcrys,Colchicine","Colchicine 0.5mg",true,A4-9135,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Musculoskeletal,Anti-inflammatory,Inhibits microtubule polymerization,true,false,true,CBC renal function LFTs,7,false,none,no,C,false,"Serious GI hepatic or renal disease,Concurrent P-glycoprotein or strong CYP3A4 inhibitors in renal/hepatic impairment","CYP3A4 inhibitors,P-glycoprotein inhibitors,Statins",,Diarrhea|Nausea|Vomiting|Abdominal pain,Bone marrow suppression|Myopathy|Rhabdomyolysis|Neuropathy|Multi-organ failure,Low to moderate cost,NSAIDs|Corticosteroids,colchicine gout acute attack familial mediterranean fever microtubule
Probenecid,"Benemid,Probalan","Probenecid 500mg",true,A4-9136,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Musculoskeletal,Uricosuric Agent,Inhibits renal tubular reabsorption of uric acid,true,false,true,Uric acid renal function,ongoing,true,none,no,B,false,"Blood dyscrasias,Uric acid kidney stones,Acute gout attack,Children under 2 years,Concurrent high-dose aspirin","Penicillins,Cephalosporins,Methotrexate,Salicylates",,Headache|Nausea|Vomiting|Anorexia,Nephrotic syndrome|Hepatic necrosis|Aplastic anemia|Anaphylaxis|Hemolytic anemia,Low cost,Allopurinol|Febuxostat,probenecid uricosuric gout hyperuricemia penicillin potentiator
