generic_name,brand_names,active_ingredients,nafdac_approved,nafdac_registration_number,nafdac_schedule,requires_special_prescription,us_dea_schedule,uk_controlled_drug_class,who_essential_medicine,refrigeration_required,black_box_warning,requires_physician_only,prescribing_level,is_controlled,therapeutic_class,pharmacological_class,mechanism_of_action,requires_monitoring,requires_pregnancy_test,requires_baseline_tests,monitoring_type,typical_treatment_duration_days,long_term_therapy,abuse_potential,teratogenic,pregnancy_category,requires_contraception,major_contraindications,major_interactions,black_box_warning_text,common_side_effects,serious_adverse_effects,cost_considerations,alternative_medications,search_keywords
Ticarcillin/Clavulanate,"Timentin","Ticarcillin 3g + Clavulanate 0.1g",true,A4-9211,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Antibiotic,Penicillin/Beta-lactamase Inhibitor,Inhibits cell wall + beta-lactamase inhibitor,true,false,true,Renal function electrolytes,7,false,none,no,B,false,"Hypersensitivity","Probenecid,Aminoglycosides",,Phlebitis|Diarrhea|Hypokalemia,C. difficile infection|Anaphylaxis|Seizures|Bleeding,Moderate cost,Piperacillin/Tazobactam,ticarcillin clavulanate timentin antipseudomonal
Imipenem/Cilastatin,"Primaxin","Imipenem 500mg + Cilastatin 500mg",true,A4-9212,unscheduled,,not_scheduled,not_controlled,true,false,false,true,4,false,Antibiotic,Carbapenem,Ultra-broad-spectrum inhibits cell wall,true,false,true,Renal function,7,false,none,no,C,false,"Hypersensitivity","Ganciclovir,Valproic acid (lowers levels)",,Nausea|Phlebitis|Diarrhea,Seizures|C. difficile infection|Anaphylaxis|Renal failure,High cost,Meropenem|Ertapenem,imipenem cilastatin primaxin carbapenem broad-spectrum seizure
Meropenem,"Merrem,Meronem","Meropenem 1g",true,A4-9213,unscheduled,,not_scheduled,not_controlled,true,false,false,true,4,false,Antibiotic,Carbapenem,Ultra-broad-spectrum inhibits cell wall,true,false,true,Renal function,7,false,none,no,B,false,"Hypersensitivity","Valproic acid (reduces valproate levels significantly)",,Diarrhea|Nausea|Headache|Rash,Seizures|C. difficile infection|Anaphylaxis|Stevens-Johnson syndrome,High cost,Imipenem|Doripenem,meropenem merrem carbapenem broad-spectrum valproate interaction
Ertapenem,"Invanz","Ertapenem 1g",true,A4-9214,unscheduled,,not_scheduled,not_controlled,false,false,false,true,3,false,Antibiotic,Carbapenem,Broad-spectrum inhibits cell wall,true,false,true,Renal function,7,false,none,no,B,false,"Hypersensitivity","Valproic acid,Probenecid",,Diarrhea|Nausea|Headache|Phlebitis,Seizures|C. difficile infection|Anaphylaxis,High cost,Meropenem|Piperacillin/Tazobactam,ertapenem invanz carbapenem once-daily
Tigecycline,"Tygacil","Tigecycline 50mg",true,A4-9215,unscheduled,,not_scheduled,not_controlled,false,false,true,true,4,false,Antibiotic,Glycylcycline,Inhibits bacterial protein synthesis,true,false,true,LFTs,7,false,none,no,D,false,"Hypersensitivity to tetracyclines,Children under 8,Hospital-acquired/ventilator-associated pneumonia (increased mortality)","Warfarin",true,"Increased all-cause mortality compared to other antibiotics. Not for hospital-acquired or ventilator-associated pneumonia. Reserved for complicated infections when alternative treatments not suitable.",Nausea|Vomiting|Diarrhea,Increased mortality|Pancreatitis|Hepatotoxicity|Anaphylaxis|Photosensitivity,Very high cost,Linezolid|Daptomycin|Carbapenems,tigecycline tygacil glycylcycline mortality hospital pneumonia
Daptomycin,"Cubicin","Daptomycin 500mg",true,A4-9216,unscheduled,,not_scheduled,not_controlled,false,false,false,true,4,false,Antibiotic,Lipopeptide,Disrupts bacterial cell membrane function,true,false,true,CPK weekly,7,false,none,no,B,false,"Hypersensitivity,Pulmonary infections (inactivated by surfactant)","HMG-CoA reductase inhibitors (increased myopathy risk)",,Injection site reactions|Constipation|Nausea,Rhabdomyolysis|Eosinophilic pneumonia|Peripheral neuropathy|Renal failure,Very high cost,Vancomycin|Linezolid,daptomycin cubicin lipopeptide mrsa rhabdomyolysis cpk
Rifampicin,"Rifadin,Rimactane","Rifampicin 300mg",true,A4-9217,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Antibiotic,Rifamycin,Inhibits bacterial DNA-dependent RNA polymerase,true,false,true,LFTs,180,true,none,no,C,false,"Hypersensitivity,Jaundice,Concurrent atazanavir or saquinavir","Numerous CYP450 interactions - potent inducer,Isoniazid,Warfarin,Oral contraceptives",,Orange discoloration of body fluids|GI upset|Rash,Hepatotoxicity|Thrombocytopenia|Hemolytic anemia|Renal failure|Flu-like syndrome,Low cost,Rifabutin,rifampicin rifampin tuberculosis mycobacterium cyp450 inducer
Isoniazid,"INH,Nydrazid","Isoniazid 300mg",true,A4-9218,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Antibiotic,Antimycobacterial,Inhibits mycolic acid synthesis,true,false,true,LFTs,180,true,none,no,C,false,"Acute liver disease,Previous isoniazid-associated hepatic injury,Hypersensitivity","Rifampicin,Alcohol,Phenytoin,Carbamazepine",,Peripheral neuropathy|Nausea|Elevated LFTs,Hepatotoxicity|Seizures|Optic neuritis|Agranulocytosis|Lupus-like syndrome,Very low cost,Rifampicin,isoniazid inh tuberculosis hepatotoxic peripheral neuropathy
Ethambutol,"Myambutol,EMB","Ethambutol 400mg",true,A4-9219,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Antibiotic,Antimycobacterial,Inhibits arabinosyl transferases - disrupts cell wall,true,false,true,Visual acuity color vision,180,true,none,no,B,false,"Optic neuritis,Hypersensitivity,Unable to report visual changes (young children)","Aluminum hydroxide",,Optic neuritis|Decreased visual acuity|Red-green color blindness,Permanent vision loss|Peripheral neuropathy|Hepatotoxicity,Low cost,None,ethambutol tuberculosis mycobacterium optic neuritis vision
Pyrazinamide,"PZA,Tebrazid","Pyrazinamide 500mg",true,A4-9220,unscheduled,,not_scheduled,not_controlled,true,false,false,true,3,false,Antibiotic,Antimycobacterial,Unknown mechanism - converted to pyrazinoic acid,true,false,true,Uric acid LFTs,60,false,none,no,C,false,"Severe hepatic damage,Acute gout,Hypersensitivity","Probenecid,Allopurinol",,Arthralgia|Hyperuricemia|Nausea,Hepatotoxicity|Gout attacks|Photosensitivity|Sideroblastic anemia,Low cost,None,pyrazinamide pza tuberculosis hepatotoxic hyperuricemia
Clindamycin,"Cleocin,Dalacin","Clindamycin 150mg",true,A4-9221,unscheduled,,not_scheduled,not_controlled,true,false,true,false,2,false,Antibiotic,Lincosamide,Inhibits bacterial protein synthesis,false,false,false,,7,false,none,no,B,false,"Hypersensitivity,History of antibiotic-associated colitis","Erythromycin (antagonism),Neuromuscular blockers",true,"C. difficile-associated diarrhea and colitis which can be fatal. Can occur during or up to several months after treatment. Reserve use for serious infections.",Diarrhea|Nausea|Rash,Pseudomembranous colitis|C. difficile infection|Anaphylaxis|Stevens-Johnson syndrome|Hepatotoxicity,Low cost,Metronidazole|Linezolid,clindamycin cleocin lincosamide c difficile colitis anaerobic
Chloramphenicol (Systemic),"Chloromycetin","Chloramphenicol 250mg",true,A4-9222,unscheduled,,not_scheduled,not_controlled,true,false,true,true,4,false,Antibiotic,Phenicol,Inhibits bacterial protein synthesis,true,false,true,CBC,7,false,none,no,C,false,"Hypersensitivity,Bone marrow depression,Porphyria","Phenytoin,Warfarin,Oral hypoglycemics",true,"Serious and fatal blood dyscrasias including aplastic anemia thrombocytopenia and granulocytopenia. Gray baby syndrome in neonates. Reserved for serious infections when less potentially dangerous drugs ineffective or contraindicated.",Nausea|Vomiting|Diarrhea|Headache,Aplastic anemia|Bone marrow suppression|Gray baby syndrome|Optic neuritis,Low cost,Third-generation cephalosporins,chloramphenicol systemic aplastic anemia gray baby syndrome bone marrow
Nitrofurantoin,"Macrobid,Furadantin","Nitrofurantoin 100mg",true,A4-9223,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Antibiotic,Nitrofuran,Damages bacterial DNA,true,false,true,Renal function pulmonary symptoms,7,false,none,no,B,false,"Renal impairment (CrCl <60),Oliguria,Anuria,End of pregnancy,G6PD deficiency","Probenecid,Antacids",,Nausea|Headache|Flatulence|Urine discoloration,Pulmonary toxicity|Hepatotoxicity|Peripheral neuropathy|Hemolytic anemia (G6PD deficiency),Low cost,Trimethoprim/Sulfamethoxazole|Fosfomycin,nitrofurantoin macrobid uti pulmonary toxicity hepatotoxic
Fosfomycin,"Monurol","Fosfomycin 3g sachet",true,A4-9224,unscheduled,,not_scheduled,not_controlled,false,false,false,false,2,false,Antibiotic,Phosphonic Acid,Inhibits bacterial cell wall synthesis,false,false,false,,1,false,none,no,B,false,"Hypersensitivity","None significant",,Diarrhea|Headache|Nausea,Rarely - C. difficile infection|Anaphylaxis,Moderate cost,Nitrofurantoin|Trimethoprim,fosfomycin monurol single-dose uti uncomplicated
Colistin,"Colistimethate,Coly-Mycin","Colistin 150mg",true,A4-9225,unscheduled,,not_scheduled,not_controlled,false,false,true,true,4,false,Antibiotic,Polymyxin,Disrupts bacterial cell membrane,true,false,true,Renal function,7,false,none,no,C,false,"Hypersensitivity,Myasthenia gravis","Aminoglycosides,Neuromuscular blockers",true,"Nephrotoxicity and neurotoxicity. Reserved for multidrug-resistant Gram-negative infections when other options not available.",Nephrotoxicity|Neurotoxicity|Paresthesias,Acute renal failure|Neuromuscular blockade|Respiratory arrest|Apnea,High cost,Tigecycline|Polymyxin B,colistin polymyxin nephrotoxic neurotoxic last-resort mdr
Mupirocin,"Bactroban","Mupirocin 2% ointment",true,A4-9226,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Antibiotic,Topical Antibiotic,Inhibits bacterial isoleucyl-tRNA synthetase,false,false,false,,7,false,none,no,B,false,"Hypersensitivity","None",,Local irritation|Burning|Itching,Rarely - hypersensitivity,Moderate cost,Fusidic acid|Retapamulin,mupirocin bactroban topical mrsa nasal colonization impetigo
Fusidic Acid,"Fucidin","Fusidic Acid 2% cream",true,A4-9227,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Antibiotic,Topical Antibiotic,Inhibits bacterial protein synthesis,false,false,false,,7,false,none,no,B,false,"Hypersensitivity","None significant for topical use",,Local irritation,Rarely - hypersensitivity,Moderate cost,Mupirocin|Retapamulin,fusidic acid fucidin topical staphylococcal skin infections
Silver Sulfadiazine,"Silvadene,Flamazine","Silver Sulfadiazine 1% cream",true,A4-9228,unscheduled,,not_scheduled,not_controlled,true,false,false,false,2,false,Antibiotic,Topical Antimicrobial,Bactericidal - silver ion action,true,false,false,Wound healing signs of infection,14,false,none,no,B,false,"Hypersensitivity to sulfonamides,Premature infants,Neonates,G6PD deficiency,Pregnancy near term","Enzymatic debriding agents,Collagenase,Papain",,Burning sensation|Rash|Transient leukopenia,Hemolytic anemia|Methemoglobinemia|Leukopenia|Agranulocytosis,Low cost,Mafenide|Honey dressings,silver sulfadiazine silvadene burns topical antimicrobial
Bacitracin,"Baciguent","Bacitracin 500 units/g",true,A4-9229,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Antibiotic,Topical Antibiotic,Inhibits bacterial cell wall synthesis,false,false,false,,7,false,none,no,C,false,"Hypersensitivity","None",,Local irritation,Anaphylaxis (rare),Low cost,Mupirocin|Neomycin,bacitracin topical antibiotic ointment minor wounds
Neomycin/Polymyxin/Bacitracin,"Neosporin,Triple Antibiotic","Neomycin + Polymyxin B + Bacitracin",true,A4-9230,unscheduled,,not_scheduled,not_controlled,false,false,false,false,1,false,Antibiotic,Topical Antibiotic Combination,Multiple mechanisms - broad coverage,false,false,false,,7,false,none,no,C,false,"Hypersensitivity,Perforated eardrum (if otic)","None",,Contact dermatitis|Local irritation,Ototoxicity (if used in ear with perforation)|Nephrotoxicity (systemic absorption),Low cost,Mupirocin|Bacitracin alone,neosporin triple antibiotic topical neomycin polymyxin bacitracin
